gene	pct.1	pct.2	enrich.ratio	avg_logFC	gene.score	p_val_adj
PRDM2	0.145	0.306	0.47386	-0.1473	-0.0698	0
MACF1	0.392	0.597	0.65662	-0.1063	-0.0698	0
NASP	0.392	0.605	0.64793	-0.10776	-0.06982	0
IGF2BP2	0.098	0.22	0.44545	-0.15695	-0.06991	0
RRP15	0.079	0.182	0.43407	-0.16105	-0.06991	0
FERMT2	0.058	0.201	0.28856	-0.2428	-0.07006	0
HPCAL1	0.132	0.285	0.46316	-0.15173	-0.07027	0
CCNG2	0.208	0.406	0.51232	-0.13722	-0.0703	0
CRCP	0.142	0.287	0.49477	-0.14218	-0.07035	0
DBI	0.242	0.394	0.61421	-0.11463	-0.07041	0
PDCD5	0.198	0.386	0.51295	-0.13731	-0.07043	0
LINC01122	0.165	0.311	0.53055	-0.13277	-0.07044	0
UHRF2	0.05	0.193	0.25907	-0.27242	-0.07058	0
NOS1AP	0.116	0.265	0.43774	-0.16131	-0.07061	0
KRAS	0.119	0.257	0.46304	-0.15255	-0.07063	0
FRG1	0.229	0.393	0.5827	-0.12127	-0.07066	0
XPA	0.126	0.299	0.4214	-0.16807	-0.07083	0
HES4	0.045	0.204	0.22059	-0.32124	-0.07086	0
SPAST	0.122	0.253	0.48221	-0.14713	-0.07095	0
PALLD	0.095	0.206	0.46117	-0.15386	-0.07096	0
EZR	0.681	0.837	0.81362	-0.08741	-0.07112	0
PENK	0.181	0.287	0.63066	-0.11293	-0.07122	0
PPP3CA	0.083	0.214	0.38785	-0.18365	-0.07123	0
HNRNPH3	0.474	0.675	0.70222	-0.10145	-0.07124	0
RHOB	0.253	0.423	0.59811	-0.1193	-0.07135	0
CASK	0.062	0.181	0.34254	-0.20874	-0.0715	0
FBXW11	0.069	0.235	0.29362	-0.24365	-0.07154	0
DVL3	0.074	0.215	0.34419	-0.2079	-0.07156	0
TFDP2	0.239	0.401	0.59601	-0.12011	-0.07159	0
HEXDC	0.057	0.233	0.24464	-0.29279	-0.07163	0
C8orf82	0.057	0.205	0.27805	-0.25838	-0.07184	0
CCSER2	0.208	0.373	0.55764	-0.12885	-0.07185	0
BZW1	0.257	0.441	0.58277	-0.12332	-0.07187	0
CDC42BPB	0.055	0.214	0.25701	-0.27975	-0.0719	0
COPS2	0.142	0.303	0.46865	-0.15351	-0.07194	0
EIF3J	0.167	0.332	0.50301	-0.14301	-0.07194	0
RSRC2	0.533	0.743	0.71736	-0.10043	-0.07204	0
WIPI2	0.088	0.236	0.37288	-0.1934	-0.07211	0
CPEB4	0.096	0.223	0.43049	-0.16773	-0.0722	0
ABCF1	0.144	0.284	0.50704	-0.14274	-0.07237	0
PREX1	0.105	0.263	0.39924	-0.18131	-0.07239	0
ABI2	0.244	0.395	0.61772	-0.11721	-0.0724	0
AHCYL1	0.108	0.238	0.45378	-0.16028	-0.07273	0
THBS1	0.08	0.221	0.36199	-0.20141	-0.07291	0
COX7C	0.809	0.935	0.86524	-0.08438	-0.073	0
PWP1	0.217	0.39	0.55641	-0.13127	-0.07304	0
PPP2CB	0.078	0.216	0.36111	-0.20258	-0.07316	0
PLXNA2	0.362	0.583	0.62093	-0.11794	-0.07323	0
PABPN1	0.172	0.328	0.52439	-0.13993	-0.07338	0
TRIM36	0.172	0.337	0.51039	-0.14381	-0.0734	0
BLOC1S4	0.071	0.225	0.31556	-0.23281	-0.07346	0
PHF6	0.256	0.429	0.59674	-0.12311	-0.07346	0
ASXL1	0.094	0.273	0.34432	-0.21338	-0.07347	0
SMURF2	0.093	0.241	0.38589	-0.19063	-0.07356	0
CERK	0.076	0.203	0.37438	-0.19681	-0.07368	0
TMEM203	0.069	0.183	0.37705	-0.19545	-0.07369	0
C1QBP	0.208	0.418	0.49761	-0.14836	-0.07383	0
SHF	0.07	0.242	0.28926	-0.25547	-0.0739	0
EIF5B	0.243	0.43	0.56512	-0.13079	-0.07391	0
GCC2	0.129	0.26	0.49615	-0.14931	-0.07408	0
ASNSD1	0.133	0.287	0.46341	-0.16025	-0.07426	0
FGFR2	0.097	0.226	0.4292	-0.17327	-0.07437	0
ICE1	0.083	0.243	0.34156	-0.21819	-0.07453	0
HRAS	0.061	0.238	0.2563	-0.29088	-0.07455	0
NSMCE3	0.062	0.203	0.30542	-0.24419	-0.07458	0
RPL41	0.826	0.949	0.87039	-0.08573	-0.07462	0
DENR	0.138	0.283	0.48763	-0.15307	-0.07464	0
RP9	0.07	0.189	0.37037	-0.20233	-0.07494	0
PSMD6	0.159	0.311	0.51125	-0.14683	-0.07507	0
ZNF292	0.597	0.787	0.75858	-0.09908	-0.07516	0
MTRNR2L8	0.057	0.225	0.25333	-0.29771	-0.07542	0
POGK	0.097	0.221	0.43891	-0.17205	-0.07552	0
SRM	0.106	0.291	0.36426	-0.20751	-0.07559	0
ORC4	0.167	0.304	0.54934	-0.1379	-0.07575	0
SSU72	0.124	0.28	0.44286	-0.17111	-0.07578	0
TULP4	0.129	0.287	0.44948	-0.16865	-0.0758	0
CDV3	0.06	0.22	0.27273	-0.27799	-0.07581	0
KDM2A	0.123	0.264	0.46591	-0.16283	-0.07586	0
CIR1	0.244	0.429	0.56876	-0.1336	-0.07598	0
SIAH1	0.186	0.366	0.5082	-0.14967	-0.07606	0
DDX18	0.268	0.45	0.59556	-0.12789	-0.07616	0
TFAM	0.132	0.304	0.43421	-0.17544	-0.07618	0
RAB2A	0.334	0.535	0.6243	-0.12202	-0.07618	0
CCDC174	0.149	0.297	0.50168	-0.15196	-0.07623	0
U2SURP	0.391	0.604	0.64735	-0.11779	-0.07625	0
FAM171B	0.136	0.273	0.49817	-0.15323	-0.07633	0
LRRC7	0.26	0.451	0.5765	-0.13253	-0.0764	0
TSPYL1	0.133	0.297	0.44781	-0.17067	-0.07643	0
EIF3B	0.054	0.215	0.25116	-0.30524	-0.07666	0
PNRC1	0.293	0.5	0.586	-0.13083	-0.07666	0
SLC4A7	0.116	0.276	0.42029	-0.18254	-0.07672	0
PJA2	0.264	0.473	0.55814	-0.13747	-0.07673	0
NDUFC1	0.225	0.413	0.54479	-0.14091	-0.07677	0
IER5	0.085	0.235	0.3617	-0.21229	-0.07679	0
PET100	0.206	0.417	0.494	-0.15556	-0.07684	0
MAF1	0.145	0.306	0.47386	-0.16224	-0.07688	0
WDR43	0.099	0.249	0.39759	-0.19347	-0.07692	0
FARP1	0.102	0.235	0.43404	-0.17731	-0.07696	0
UBE2M	0.048	0.328	0.14634	-0.52715	-0.07714	0
RNF169	0.059	0.248	0.2379	-0.32458	-0.07722	0
RNF145	0.093	0.246	0.37805	-0.20484	-0.07744	0
KPNA4	0.114	0.274	0.41606	-0.18627	-0.0775	0
YTHDF2	0.445	0.672	0.6622	-0.11703	-0.0775	0
PPP4R3A	0.138	0.294	0.46939	-0.16527	-0.07757	0
RBM26	0.132	0.294	0.44898	-0.1732	-0.07776	0
KLHDC2	0.22	0.409	0.5379	-0.14475	-0.07786	0
USP46	0.119	0.262	0.4542	-0.17162	-0.07795	0
SNX6	0.261	0.487	0.53593	-0.14602	-0.07826	0
MAP2K2	0.073	0.278	0.26259	-0.29807	-0.07827	0
VPS36	0.097	0.242	0.40083	-0.19528	-0.07827	0
RALBP1	0.131	0.308	0.42532	-0.18409	-0.0783	0
PTEN	0.072	0.22	0.32727	-0.23928	-0.07831	0
GATS	0.068	0.248	0.27419	-0.28677	-0.07863	0
GOLM1	0.141	0.301	0.46844	-0.16786	-0.07863	0
ZC3H6	0.089	0.239	0.37238	-0.2113	-0.07868	0
SUZ12	0.088	0.242	0.36364	-0.21659	-0.07876	0
CCNB1IP1	0.198	0.395	0.50127	-0.1572	-0.0788	0
TTC9B	0.139	0.331	0.41994	-0.18787	-0.07889	0
TARSL2	0.073	0.25	0.292	-0.2702	-0.0789	0
MEX3A	0.591	0.795	0.7434	-0.10614	-0.07891	0
WDR82	0.118	0.268	0.4403	-0.17958	-0.07907	0
CSAD	0.068	0.199	0.34171	-0.23154	-0.07912	0
MUM1	0.245	0.46	0.53261	-0.14863	-0.07916	0
ACAP3	0.112	0.241	0.46473	-0.17033	-0.07916	0
DPY19L1	0.095	0.248	0.38306	-0.20715	-0.07935	0
WDR70	0.112	0.26	0.43077	-0.18422	-0.07936	0
AKIRIN1	0.085	0.233	0.36481	-0.21782	-0.07946	0
DUSP8	0.054	0.214	0.25234	-0.31558	-0.07963	0
PHACTR4	0.172	0.362	0.47514	-0.16865	-0.08013	0
CDKN2D	0.099	0.262	0.37786	-0.21227	-0.08021	0
RASD1	0.147	0.319	0.46082	-0.17423	-0.08029	0
THSD7A	0.151	0.307	0.49186	-0.16325	-0.08029	0
UPF3A	0.365	0.594	0.61448	-0.13078	-0.08036	0
CAPRIN1	0.21	0.395	0.53165	-0.1513	-0.08044	0
CECR2	0.058	0.241	0.24066	-0.33426	-0.08045	0
BICD1	0.44	0.639	0.68858	-0.11685	-0.08046	0
SGK223	0.07	0.253	0.27668	-0.29135	-0.08061	0
CTXN1	0.063	0.223	0.28251	-0.28534	-0.08061	0
KLC1	0.207	0.404	0.51238	-0.15756	-0.08073	0
C19orf60	0.138	0.341	0.40469	-0.19955	-0.08076	0
DNAJA2	0.131	0.331	0.39577	-0.20441	-0.0809	0
MYEF2	0.225	0.436	0.51606	-0.15697	-0.081	0
ATN1	0.072	0.225	0.32	-0.25353	-0.08113	0
CD46	0.143	0.296	0.48311	-0.16794	-0.08113	0
RPL22L1	0.098	0.257	0.38132	-0.21295	-0.0812	0
EBPL	0.11	0.267	0.41199	-0.19758	-0.0814	0
MYEOV2	0.307	0.514	0.59728	-0.13637	-0.08145	0
NT5DC2	0.072	0.215	0.33488	-0.24332	-0.08148	0
PPP6R2	0.083	0.222	0.37387	-0.21812	-0.08155	0
SSBP4	0.069	0.247	0.27935	-0.29225	-0.08164	0
DNAJA1	0.54	0.758	0.7124	-0.11474	-0.08174	0
ACVR2B	0.074	0.228	0.32456	-0.25189	-0.08175	0
RBM15B	0.092	0.239	0.38494	-0.21251	-0.0818	0
NDN	0.158	0.346	0.45665	-0.17949	-0.08196	0
TRIM44	0.167	0.356	0.4691	-0.17506	-0.08212	0
GLRX5	0.069	0.275	0.25091	-0.32737	-0.08214	0
PCLO	0.191	0.341	0.56012	-0.14733	-0.08252	0
PRPF6	0.215	0.432	0.49769	-0.16588	-0.08256	0
SNCAIP	0.183	0.354	0.51695	-0.1599	-0.08266	0
NMT1	0.075	0.277	0.27076	-0.30544	-0.0827	0
RAD23B	0.135	0.294	0.45918	-0.18033	-0.0828	0
SAP30	0.054	0.326	0.16564	-0.5015	-0.08307	0
STAG1	0.183	0.363	0.50413	-0.16485	-0.08311	0
ATXN2	0.13	0.289	0.44983	-0.18482	-0.08314	0
NFIC	0.212	0.392	0.54082	-0.15375	-0.08315	0
ATP5G2	0.61	0.807	0.75589	-0.11	-0.08315	0
HNRNPU	0.566	0.776	0.72938	-0.11404	-0.08318	0
SMAP1	0.113	0.261	0.43295	-0.19262	-0.08339	0
PWWP2A	0.12	0.259	0.46332	-0.18007	-0.08343	0
CELSR2	0.147	0.311	0.47267	-0.17666	-0.0835	0
HNRNPF	0.303	0.509	0.59528	-0.14038	-0.08356	0
DPP6	0.124	0.266	0.46617	-0.17928	-0.08357	0
MBTPS1	0.156	0.366	0.42623	-0.19648	-0.08374	0
NRDE2	0.126	0.277	0.45487	-0.18424	-0.0838	0
MTURN	0.064	0.235	0.27234	-0.30796	-0.08387	0
MT-ATP8	0.244	0.46	0.53043	-0.15838	-0.08401	0
SEC62	0.453	0.682	0.66422	-0.12654	-0.08405	0
AKT3	0.248	0.442	0.56109	-0.15016	-0.08425	0
RNF187	0.135	0.3	0.45	-0.18738	-0.08432	0
EIF2S2	0.223	0.412	0.54126	-0.15585	-0.08436	0
INHBB	0.095	0.257	0.36965	-0.22859	-0.0845	0
PRDM8	0.101	0.264	0.38258	-0.22092	-0.08452	0
CTB-50L17.10	0.097	0.272	0.35662	-0.23792	-0.08485	0
GPC1	0.092	0.262	0.35115	-0.24227	-0.08507	0
DCTN4	0.148	0.309	0.47896	-0.17807	-0.08529	0
FMNL2	0.202	0.39	0.51795	-0.16469	-0.0853	0
MSH6	0.114	0.272	0.41912	-0.20358	-0.085319999999999993	0
TNRC6A	0.178	0.368	0.4837	-0.17652	-0.08538	0
SREK1IP1	0.147	0.311	0.47267	-0.181	-0.08556	0
RWDD1	0.246	0.432	0.56944	-0.15029	-0.08558	0
MXD4	0.075	0.27	0.27778	-0.30855	-0.08571	0
MSANTD3	0.079	0.291	0.27148	-0.31592	-0.08577	0
CCDC50	0.192	0.394	0.48731	-0.17634	-0.08593	0
CERS6	0.168	0.341	0.49267	-0.17485	-0.08614	0
TXNDC16	0.095	0.275	0.34545	-0.24969	-0.08626	0
SENP7	0.215	0.4	0.5375	-0.16048	-0.08626	0
NCKAP1	0.12	0.27	0.44444	-0.19413	-0.08628	0
PRRC2C	0.363	0.58	0.62586	-0.13801	-0.08638	0
NAP1L4	0.271	0.473	0.57294	-0.1509	-0.08646	0
ZC3H8	0.111	0.263	0.42205	-0.20534	-0.08667	0
PKIA	0.139	0.313	0.44409	-0.19573	-0.08692	0
DDX55	0.111	0.264	0.42045	-0.2068	-0.08695	0
GOPC	0.167	0.362	0.46133	-0.18851	-0.08696	0
UBN1	0.083	0.259	0.32046	-0.27145	-0.08699	0
NDUFB1	0.237	0.445	0.53258	-0.16351	-0.08708	0
KHDRBS3	0.057	0.251	0.22709	-0.38759	-0.08802	0
RSBN1	0.215	0.411	0.52311	-0.16842	-0.0881	0
C15orf61	0.057	0.306	0.18627	-0.47305	-0.08812	0
SLC3A2	0.192	0.408	0.47059	-0.18769	-0.08833	0
GSPT1	0.129	0.314	0.41083	-0.21552	-0.08854	0
KIF21B	0.107	0.264	0.4053	-0.21867	-0.08863	0
BEX5	0.129	0.271	0.47601	-0.18623	-0.08865	0
TBCA	0.526	0.724	0.72652	-0.1225	-0.089	0
TTC19	0.148	0.337	0.43917	-0.2033	-0.08928	0
ACBD3	0.064	0.32	0.2	-0.44722	-0.08944	0
N4BP1	0.077	0.261	0.29502	-0.30379	-0.08963	0
CREBZF	0.126	0.288	0.4375	-0.20494	-0.08966	0
LLNLR-245B6.1	0.104	0.269	0.38662	-0.23225	-0.08979	0
MZT2A	0.14	0.319	0.43887	-0.20486	-0.08991	0
CMPK1	0.133	0.288	0.46181	-0.19479	-0.08995	0
TCF25	0.368	0.596	0.61745	-0.14602	-0.09016	0
PMEPA1	0.056	0.299	0.18729	-0.48218	-0.09031	0
URI1	0.116	0.319	0.36364	-0.24862	-0.09041	0
CUL3	0.106	0.297	0.3569	-0.25371	-0.09055	0
PLEKHA3	0.089	0.274	0.32482	-0.27946	-0.09077	0
HDGF	0.1	0.249	0.40161	-0.22603	-0.09078	0
SBK1	0.172	0.359	0.47911	-0.18988	-0.09097	0
ZNF195	0.174	0.344	0.50581	-0.18004	-0.09107	0
ZNRF1	0.076	0.31	0.24516	-0.37252	-0.09133	0
TPM1	0.184	0.397	0.46348	-0.19707	-0.09134	0
DDX24	0.465	0.713	0.65217	-0.14006	-0.09134	0
NOL7	0.178	0.374	0.47594	-0.19212	-0.09144	0
COX8A	0.298	0.538	0.5539	-0.16531	-0.09156	0
SMARCC1	0.271	0.466	0.58155	-0.15759	-0.09165	0
MTPN	0.248	0.473	0.52431	-0.17491	-0.09171	0
RPL11	0.995	0.999	0.996	-0.09219	-0.09182	3e-5
DHX36	0.314	0.543	0.57827	-0.15882	-0.09184	0
PPA1	0.566	0.77	0.73506	-0.12516	-0.092	0
CD81	0.054	0.431	0.12529	-0.73552	-0.09215	0
SLC22A23	0.126	0.309	0.40777	-0.22604	-0.09217	0
ALKBH7	0.232	0.438	0.52968	-0.17415	-0.09224	0
UBE3A	0.294	0.517	0.56867	-0.16228	-0.09228	0
RBM17	0.215	0.4	0.5375	-0.17204	-0.09247	0
PLPPR3	0.062	0.363	0.1708	-0.54154	-0.09249	0
KIF5B	0.419	0.641	0.65367	-0.14181	-0.0927	0
ROCK2	0.086	0.276	0.31159	-0.29758	-0.09272	0
TDG	0.252	0.45	0.56	-0.16565	-0.09276	0
ZNF462	0.308	0.525	0.58667	-0.15832	-0.09288	0
MT-ND4	0.988	0.995	0.99296	-0.09359	-0.09293	0.00222
BRD1	0.063	0.337	0.18694	-0.49723	-0.09295	0
EEF1A2	0.056	0.313	0.17891	-0.52009	-0.09305	0
SHTN1	0.307	0.521	0.58925	-0.15801	-0.09311	0
ZNF706	0.285	0.493	0.57809	-0.16116	-0.09317	0
MRPL41	0.174	0.354	0.49153	-0.18969	-0.09324	0
CRMP1	0.465	0.702	0.66239	-0.1409	-0.09333	0
WTAP	0.191	0.387	0.49354	-0.18967	-0.09361	0
KCTD6	0.171	0.343	0.49854	-0.18777	-0.09361	0
MRPS34	0.153	0.368	0.41576	-0.22576	-0.09386	0
RPS23	0.998	0.999	0.999	-0.09438	-0.09428	0
SLC25A29	0.088	0.3	0.29333	-0.32164	-0.09435	0
RALGDS	0.085	0.256	0.33203	-0.28496	-0.09461	0
PTOV1	0.233	0.464	0.50216	-0.18853	-0.09467	0
TMEM132A	0.083	0.31	0.26774	-0.35449	-0.09491	0
CXXC5	0.184	0.382	0.48168	-0.19716	-0.09497	0
KCNQ2	0.151	0.349	0.43266	-0.21956	-0.095	0
DDX21	0.153	0.332	0.46084	-0.20613	-0.095	0
HIST1H1D	0.091	0.23	0.39565	-0.24021	-0.09504	0
NDUFB4	0.449	0.666	0.67417	-0.14112	-0.09514	0
CMIP	0.105	0.274	0.38321	-0.24838	-0.09518	0
SRSF6	0.168	0.414	0.4058	-0.23466	-0.09523	0
ZFHX4	0.268	0.45	0.59556	-0.1606	-0.09565	0
ZNF84	0.137	0.315	0.43492	-0.22075	-0.09601	0
CAMSAP1	0.126	0.321	0.39252	-0.24471	-0.09606	0
UPF2	0.168	0.374	0.4492	-0.21403	-0.09614	0
EPN2	0.135	0.336	0.40179	-0.24133	-0.09696	0
TRIM28	0.149	0.35	0.42571	-0.22785	-0.097	0
ZMIZ1	0.197	0.384	0.51302	-0.18939	-0.09716	0
PDCD7	0.108	0.305	0.3541	-0.27484	-0.09732	0
CTCF	0.163	0.369	0.44173	-0.22186	-0.098	0
RPL18	0.982	0.997	0.98495	-0.09962	-0.09812	0
GNB1	0.184	0.379	0.48549	-0.20223	-0.09818	0
STX2	0.081	0.258	0.31395	-0.31307	-0.09829	0
CELF5	0.173	0.371	0.46631	-0.21101	-0.09839	0
MIDN	0.342	0.577	0.59272	-0.16609	-0.09844	0
PTPRS	0.193	0.448	0.4308	-0.23	-0.09909	0
PTBP2	0.17	0.386	0.44041	-0.22565	-0.09938	0
SCAND1	0.283	0.528	0.53598	-0.18543	-0.09939	0
SEZ6	0.278	0.524	0.53053	-0.18763	-0.09955	0
RPL35A	0.985	0.995	0.98995	-0.10067	-0.09966	0
BOD1	0.138	0.338	0.40828	-0.24427	-0.09973	0
MYCBP2	0.201	0.403	0.49876	-0.20048	-0.09999	0
CSNK2B	0.212	0.404	0.52475	-0.19067	-0.10006	0
SQLE	0.235	0.405	0.58025	-0.1725	-0.10009	0
POU3F1	0.054	0.309	0.17476	-0.57458	-0.10041	0
ZC3H15	0.381	0.597	0.63819	-0.15772	-0.10066	0
PPM1G	0.203	0.44	0.46136	-0.21828	-0.10071	0
NPDC1	0.162	0.376	0.43085	-0.23407	-0.10085	0
BTG3	0.237	0.466	0.50858	-0.19858	-0.10099	0
PTPN4	0.16	0.342	0.46784	-0.2161	-0.1011	0
KIF5A	0.117	0.306	0.38235	-0.2653	-0.10144	0
QKI	0.093	0.271	0.34317	-0.29622	-0.10165	0
RPL29	0.976	0.995	0.9809	-0.10372	-0.10174	0
SRSF4	0.255	0.461	0.55315	-0.18397	-0.10176	0
TPT1	0.957	0.993	0.96375	-0.10584	-0.10201	0
SRGAP1	0.49	0.712	0.6882	-0.1483	-0.10206	0
SCRT2	0.196	0.403	0.48635	-0.21056	-0.10241	0
BRD7	0.101	0.338	0.29882	-0.34515	-0.10314	0
SPTAN1	0.364	0.609	0.5977	-0.1728	-0.10329	0
ASAP1	0.106	0.3	0.35333	-0.29245	-0.10333	0
EML6	0.093	0.287	0.32404	-0.31967	-0.10359	0
UBE2H	0.132	0.345	0.38261	-0.27107	-0.10371	0
THRA	0.221	0.451	0.49002	-0.21234	-0.10405	0
GOLGA8B	0.122	0.32	0.38125	-0.27393	-0.10444	0
KIAA0232	0.103	0.3	0.34333	-0.30425	-0.10446	0
BEX2	0.324	0.552	0.58696	-0.1785	-0.10477	0
POLR1D	0.254	0.519	0.4894	-0.21601	-0.10571	0
HMGN1	0.667	0.868	0.76843	-0.1378	-0.10589	0
USP34	0.167	0.348	0.47989	-0.22102	-0.10606	0
ACBD6	0.172	0.37	0.46486	-0.22909	-0.10649	0
KIF1B	0.325	0.553	0.5877	-0.18211	-0.10703	0
USMG5	0.355	0.603	0.58872	-0.1819	-0.10709	0
UBE2S	0.115	0.401	0.28678	-0.37425	-0.10733	0
MPHOSPH8	0.343	0.573	0.5986	-0.18026	-0.1079	0
KIF2A	0.241	0.477	0.50524	-0.21413	-0.10819	0
ENAH	0.333	0.542	0.61439	-0.17648	-0.10843	0
EMX1	0.083	0.297	0.27946	-0.38829	-0.10851	0
RSBN1L	0.338	0.573	0.58988	-0.18453	-0.10885	0
MTCH1	0.171	0.346	0.49422	-0.22051	-0.10898	0
BRSK2	0.075	0.337	0.22255	-0.48988	-0.10902	0
CCSAP	0.12	0.331	0.36254	-0.30123	-0.10921	0
UBA2	0.207	0.416	0.4976	-0.22077	-0.10985	0
TRIM24	0.192	0.411	0.46715	-0.23537	-0.10995	0
SMDT1	0.305	0.55	0.55455	-0.19898	-0.11034	0
SLC17A7	0.088	0.315	0.27937	-0.39524	-0.11042	0
BEND5	0.14	0.332	0.42169	-0.26215	-0.11055	0
EMX2	0.309	0.509	0.60707	-0.18248	-0.11078	0
C8orf33	0.127	0.329	0.38602	-0.287	-0.11079	0
RBFOX3	0.154	0.36	0.42778	-0.2607	-0.11152	0
MAZ	0.134	0.377	0.35544	-0.31383	-0.11155	0
TACC2	0.136	0.35	0.38857	-0.2871	-0.11156	0
TOMM20	0.338	0.59	0.57288	-0.19584	-0.11219	0
RHOBTB3	0.21	0.444	0.47297	-0.23785	-0.1125	0
MAP6	0.178	0.395	0.45063	-0.25046	-0.11287	0
CTBP2	0.194	0.409	0.47433	-0.23823	-0.113	0
MEX3B	0.212	0.43	0.49302	-0.22924	-0.11302	0
PHC2	0.089	0.348	0.25575	-0.44229	-0.11311	0
ZCCHC11	0.361	0.599	0.60267	-0.18776	-0.11316	0
YPEL3	0.135	0.406	0.33250999999999997	-0.34052	-0.11323	0
MROH8	0.03	0.103	0.29126	-0.38989	-0.11356	0
APLP2	0.213	0.417	0.51079	-0.22282	-0.11382	0
RP11-382A20.3	0.219	0.465	0.47097	-0.24228	-0.11411	0
PLCE1	0.146	0.348	0.41954	-0.2729	-0.11449	0
RNF24	0.181	0.422	0.42891	-0.26734	-0.11466	0
RPS7	0.93	0.986	0.9432	-0.12171	-0.1148	0
PGRMC1	0.189	0.406	0.46552	-0.2468	-0.11489	0
ENC1	0.885	0.982	0.90122	-0.12782	-0.1152	0
KLF3	0.17	0.368	0.46196	-0.24963	-0.11532	0
PTPRA	0.178	0.449	0.39644	-0.29182	-0.11569	0
FNBP1L	0.543	0.785	0.69172	-0.16724	-0.11569	0
TIMM44	0.124	0.364	0.34066	-0.341	-0.11616	0
ZNF821	0.173	0.419	0.41289	-0.28254	-0.11666	0
KRT10	0.126	0.383	0.32898	-0.35555	-0.11697	0
PKN2	0.163	0.415	0.39277	-0.29813	-0.1171	0
TAF1D	0.214	0.441	0.48526	-0.24251	-0.11768	0
SRRM4	0.322	0.561	0.57398	-0.20504	-0.11769	0
SH3BP5	0.166	0.4	0.415	-0.28391	-0.11782	0
COX20	0.224	0.447	0.50112	-0.23584	-0.11818	0
KIF21A	0.343	0.607	0.56507	-0.20953	-0.1184	0
FRMD4B	0.37	0.607	0.60956	-0.19436	-0.11847	0
AP2B1	0.197	0.447	0.44072	-0.26919	-0.11864	0
PTCHD2	0.158	0.365	0.43288	-0.27452	-0.11883	0
RND3	0.295	0.492	0.59959	-0.19859	-0.11907	0
POLR2J3	0.366	0.591	0.61929	-0.19228	-0.11908	0
SMARCD3	0.242	0.466	0.51931	-0.22959	-0.11923	0
GNG4	0.163	0.379	0.43008	-0.27827	-0.11968	0
METAP2	0.317	0.568	0.5581	-0.21453	-0.11973	0
ANP32B	0.251	0.493	0.50913	-0.23572	-0.12001	0
AMER2	0.241	0.465	0.51828	-0.23251	-0.12051	0
RAB14	0.199	0.421	0.47268	-0.25497	-0.12052	0
DYNC1LI1	0.208	0.435	0.47816	-0.25259	-0.12078	0
NOVA1	0.151	0.387	0.39018	-0.31035	-0.12109	0
MZT2B	0.305	0.603	0.5058	-0.23947	-0.12112	0
AAK1	0.158	0.381	0.4147	-0.29208	-0.12112	0
RPS24	0.998	0.999	0.999	-0.12156	-0.12143	0
UBE2R2	0.139	0.398	0.34925	-0.34987	-0.12218999999999999	0
DPYSL2	0.402	0.641	0.62715	-0.19533	-0.1225	0
CNIH2	0.085	0.441	0.19274	-0.63573	-0.12253	0
NEUROD2	0.579	0.798	0.72556	-0.16888	-0.12253	0
HECTD4	0.212	0.46	0.46087	-0.26644	-0.1228	0
ATP5D	0.246	0.558	0.44086	-0.27858	-0.12281	0
FJX1	0.123	0.385	0.31948	-0.38547	-0.12315	0
BRD9	0.102	0.371	0.27493	-0.4495	-0.12358	0
PLCB1	0.212	0.472	0.44915	-0.27688	-0.12436	0
ANKRD11	0.33	0.594	0.55556	-0.2239	-0.12439	0
HEBP2	0.106	0.364	0.29121	-0.4274	-0.12446	0
TNRC6B	0.437	0.689	0.63425	-0.19687	-0.12486	0
TOP1	0.279	0.538	0.51859	-0.24104	-0.125	0
SERBP1	0.517	0.744	0.69489	-0.17995	-0.12504	0
MT-CO1	0.999	0.997	1.00201	-0.1249	-0.12515	2e-5
LY6H	0.163	0.408	0.39951	-0.31427	-0.12555	0
R3HDM2	0.133	0.416	0.31971	-0.39577	-0.12653	0
GRIA2	0.538	0.765	0.70327	-0.18031	-0.12681	0
RPL5	0.983	0.997	0.98596	-0.12862	-0.12682	0
PAK2	0.39	0.651	0.59908	-0.21206	-0.12704	0
SEZ6L2	0.112	0.374	0.29947	-0.42584	-0.12753	0
ZNF711	0.221	0.464	0.47629	-0.26975	-0.12848	0
CDK5R1	0.303	0.568	0.53345	-0.24088	-0.1285	0
NUDT4	0.2	0.447	0.44743	-0.28883	-0.12923	0
FAM89B	0.086	0.457	0.18818	-0.69337	-0.13048	0
NCL	0.65	0.849	0.76561	-0.17049	-0.13053	0
SNHG7	0.122	0.388	0.31443	-0.41557	-0.13067	0
RCN2	0.338	0.657	0.51446	-0.25434	-0.13085	0
WHSC1L1	0.451	0.73	0.61781	-0.21188	-0.1309	0
FNBP4	0.221	0.474	0.46624	-0.28269	-0.1318	0
ITM2B	0.368	0.647	0.56878	-0.23217	-0.13205	0
SMARCD1	0.206	0.467	0.44111	-0.29944	-0.13209	0
NACA	0.974	0.996	0.97791	-0.1352	-0.13221	0
RBMX	0.542	0.75	0.72267	-0.18348	-0.13259	0
BHLHE22	0.149	0.37	0.4027	-0.32993	-0.13286	0
PAXBP1	0.116	0.43	0.26977	-0.49371	-0.13319	0
PLEKHO1	0.153	0.436	0.35092	-0.37981	-0.13328	0
EZH2	0.175	0.406	0.43103	-0.31121	-0.13414	0
RTF1	0.512	0.758	0.67546	-0.19914	-0.13451	0
IER2	0.326	0.536	0.60821	-0.22248	-0.13531	0
