gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	name_1006	n	description	go_id	definition_1006	namespace_1003	family	is_tf	stage_region	stage	region
SRSF9	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.74367	0	0.349	2.19931	0.64	0.291	0.33814	protein binding	2221	serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
RGMA	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.72532	0	0.297	2.125	0.561	0.264	0.34133	protein binding	2221	repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ZFP36L2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.71799	0	0.279	1.68049	0.689	0.41	0.42725	protein binding	2221	ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	zf-CCCH	TF	late_msp	late	msp
CPE	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.70456	0	0.328	1.656	0.828	0.5	0.42546	metal ion binding	430	carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]	GO:0046872	Interacting selectively and non-covalently with any metal ion.	molecular_function	NA	non_TF	late_msp	late	msp
GABPB1-AS1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.70409	0	0.263	2.04781	0.514	0.251	0.34383	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
POLR2J3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.7017	0	0.29	2.14625	0.543	0.253	0.32694	protein binding	2221	RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ZBTB20	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.69776	0	0.324	1.72809	0.769	0.445	0.40377	protein binding	2221	zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13503]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	ZBTB	TF	late_msp	late	msp
IGFBP5	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.6882	0	0.278	1.64203	0.711	0.433	0.41911	protein binding	2221	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
HNRNPD	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.66821	0	0.299	2.24066	0.54	0.241	0.29822	protein binding	2221	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
FOSB	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.66424	0	0.29	1.98305	0.585	0.295	0.33496	protein binding	2221	FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	TF_bZIP	TF	late_msp	late	msp
HSPA1A	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.60651	0	0.267	1.43914	0.875	0.608	0.42144	protein binding	2221	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ID1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.60454	0	0.164	1.4385	0.538	0.374	0.42026	protein binding	2221	inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	bHLH	TF	late_msp	late	msp
ITGB8	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.60138	0	0.309	1.89826	0.653	0.344	0.31681	cell adhesion	120	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	GO:0007155	The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.	biological_process	NA	non_TF	late_msp	late	msp
CALR	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.59617	0	0.297	1.64425	0.758	0.461	0.36258	protein binding	2221	calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
RP11-76I14.1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.5923	0	0.265	2.07287	0.512	0.247	0.28574	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
KTN1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.58949	0	0.309	1.52462	0.898	0.589	0.38665	protein binding	2221	kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
NTM	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.58815	0	0.342	1.94215	0.705	0.363	0.30284	protein binding	2221	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
DST	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.5833	0	0.29	1.68235	0.715	0.425	0.34671	protein binding	2221	dystonin [Source:HGNC Symbol;Acc:HGNC:1090]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
TOB2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.57719	0	0.284	2.12253	0.537	0.253	0.27193	protein binding	2221	transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
HES1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.57424	0	0.233	1.31615	0.97	0.737	0.4363	protein binding	2221	hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	bHLH	TF	late_msp	late	msp
PTPRA	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.56889	0	0.348	1.79271	0.787	0.439	0.31734	protein binding	2221	protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SPTBN1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.56375	0	0.278	2.07336	0.537	0.259	0.2719	protein binding	2221	spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
HNRNPU	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.56072	0	0.335	1.70975	0.807	0.472	0.32796	protein binding	2221	heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
CSPG5	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.55295	0	0.332	1.9146	0.695	0.363	0.28881	protein binding	2221	chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
NDUFA3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.53696	0	0.336	1.89125	0.713	0.377	0.28392	protein binding	2221	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
EIF4B	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.52929	0	0.264	1.98876	0.531	0.267	0.26614	protein binding	2221	eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
NDUFB1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.52487	0	0.325	1.70652	0.785	0.46	0.30756	oxidation-reduction process	208	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	late_msp	late	msp
AP2B1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.51738	0	0.359	2	0.718	0.359	0.25869	protein binding	2221	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
FUT9	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.51184	0	0.269	1.87622	0.576	0.307	0.27281	protein binding	2221	fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
TIMP3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.51078	0	0.226	1.6513	0.573	0.347	0.30932	protein binding	2221	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
POU3F2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.5094	0	0.275	1.96831	0.559	0.284	0.2588	protein binding	2221	POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9215]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Pou	TF	late_msp	late	msp
PTTG1IP	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.50254	0	0.283	1.7075	0.683	0.4	0.29432	protein binding	2221	PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
MT-ND3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.49732	0	0.118	1.13642	0.983	0.865	0.43762	protein binding	2221	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
CASC4	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.49711	0	0.253	1.98444	0.51	0.257	0.25051	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
DYNC1I2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.49431	0	0.325	1.54257	0.924	0.599	0.32044	protein binding	2221	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
MACF1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.49311	0	0.314	1.93452	0.65	0.336	0.2549	protein binding	2221	microtubule actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
APC	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.48383	0	0.303	1.56742	0.837	0.534	0.30868	protein binding	2221	APC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:583]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
RHOB	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.4817	0	0.237	1.58231	0.644	0.407	0.30443	protein binding	2221	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ATP1B2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.48107	0	0.297	1.80488	0.666	0.369	0.26654	protein binding	2221	ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
HSP90B1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.47908	0	0.28	1.4878	0.854	0.574	0.32201	protein binding	2221	heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
KHDRBS1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.47541	0	0.307	1.81217	0.685	0.378	0.26234	protein binding	2221	KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
