gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
MRPS24	parietal	ipc	gw22t	0.80343	1	0.122	2.52497	0.202	0.08	0.31819
RP11-553L6.5	parietal	ipc	gw22t	0.79509	1	0.123	1.9248	0.256	0.133	0.41308
BCL11A	parietal	ipc	gw22t	0.77594	0.83939	0.196	1.92018	0.409	0.213	0.4041
ID2	parietal	ipc	gw22t	0.77118	1	0.166	1.85566	0.36	0.194	0.41558
UQCRHL	parietal	ipc	gw22t	0.73722	1	0.149	1.95512	0.305	0.156	0.37707
ANKS1B	parietal	ipc	gw22t	0.73721	1	0.096	2.68416	0.153	0.057	0.27465
ZFHX4	parietal	ipc	gw22t	0.7335	1	0.108	1.66257	0.271	0.163	0.44119
BTG1	parietal	ipc	gw22t	0.69803	1	0.124	1.56108	0.345	0.221	0.44715
ANKRD36	parietal	ipc	gw22t	0.68857	1	0.105	1.86064	0.227	0.122	0.37007
RPS10	parietal	ipc	gw22t	0.66236	5.9e-4	0.129	1.20188	0.768	0.639	0.5511
ZRANB2	parietal	ipc	gw22t	0.65938	1	0.143	1.70791	0.345	0.202	0.38607
POU3F2	parietal	ipc	gw22t	0.65130999999999994	1	0.143	1.33025	0.576	0.433	0.48962
EPB41L4A-AS1	parietal	ipc	gw22t	0.61192	1	0.156	1.73239	0.369	0.213	0.35322
RPL17	parietal	ipc	gw22t	0.52402	0.00371	0.172	1.24056	0.887	0.715	0.42241
RBFOX2	parietal	ipc	gw22t	0.47155	1	0.122	1.3526	0.468	0.346	0.34862
EZR	parietal	ipc	gw22t	0.46223	1	0.16	1.54607	0.453	0.293	0.29897
LRRC7	parietal	ipc	gw22t	0.46038	1	0.14	1.68292	0.345	0.205	0.27356
MARCKS	parietal	ipc	gw22t	0.38216	1	0.087	1.12851	0.764	0.677	0.33864
HNRNPR	parietal	ipc	gw22t	0.32296	1	0.058	1.1348800000000001	0.488	0.43	0.28458
RPL28	parietal	ipc	gw22t	0.28727	1	0.027	1.02775	1	0.973	0.27951
RPL26	parietal	ipc	gw22t	0.28401	0.23583	0	1	1	1	0.28401
RPS11	parietal	ipc	gw22t	0.27279	0.31934	0.037	1.03862	0.995	0.958	0.26265
NR2F1	parietal	ipc	gw25	0.63644	0	0.178	1.70916	0.429	0.251	0.37237
BHLHE22	parietal	ipc	gw25	0.57104	0	0.141	1.51459	0.415	0.274	0.37703
PRSS12	parietal	ipc	gw25	0.52374	0	0.08	1.79998	0.18	0.1	0.29097
SATB2	parietal	ipc	gw25	0.44491000000000003	5.4e-4	0.071	1.60682	0.188	0.117	0.27689
BCL11A	parietal	ipc	gw25	0.43151	0	0.112	1.47257	0.349	0.237	0.29303
NEUROD6	parietal	ipc	gw25	0.36805	0	0.097	1.42173	0.327	0.23	0.25888
EML6	parietal	neuron	gw16	1.28897	0	0.16	3.85707	0.216	0.056	0.33418
PAG1	parietal	neuron	gw16	1.1317	0	0.229	2.74807	0.36	0.131	0.41182
ZNF704	parietal	neuron	gw16	1.10055	0	0.298	2.13307	0.561	0.263	0.51594
UNC5D	parietal	neuron	gw16	0.99133	0	0.276	2.43004	0.469	0.193	0.40795
PLCB1	parietal	neuron	gw16	0.92933	0	0.261	2.0785	0.503	0.242	0.44712
CASC15	parietal	neuron	gw16	0.87439	0	0.271	1.93771	0.56	0.289	0.45125
DPY19L1	parietal	neuron	gw16	0.86158	0	0.256	2.23076	0.464	0.208	0.38623
SETBP1	parietal	neuron	gw16	0.83705	0	0.275	1.94827	0.565	0.29	0.42964
PREX1	parietal	neuron	gw16	0.81306	0	0.215	2.38708	0.37	0.155	0.34061
ST6GAL2	parietal	neuron	gw16	0.79341	0	0.238	2.06249	0.462	0.224	0.38469
ST8SIA1	parietal	neuron	gw16	0.75948	0	0.221	2.22098	0.402	0.181	0.34196
POU3F2	parietal	neuron	gw16	0.7575	0	0.292	1.55725	0.816	0.524	0.48643
CNR1	parietal	neuron	gw16	0.73252	0	0.277	1.85493	0.601	0.324	0.39491
BAZ2B	parietal	neuron	gw16	0.68988	0	0.22	2.00917	0.438	0.218	0.34337
KCNN3	parietal	neuron	gw16	0.68903	0	0.163	2.55236	0.268	0.105	0.26996
KLHL35	parietal	neuron	gw16	0.68834	0	0.243	1.76656	0.56	0.317	0.38965
LRP8	parietal	neuron	gw16	0.67945	0	0.234	1.83571	0.514	0.28	0.37013
CADM1	parietal	neuron	gw16	0.67876	0	0.269	1.66256	0.675	0.406	0.40826
PLXNA2	parietal	neuron	gw16	0.67369	0	0.289	1.64653	0.736	0.447	0.40916
JUN	parietal	neuron	gw16	0.6735	0	0.19	1.26279	0.913	0.723	0.53334
PRKX	parietal	neuron	gw16	0.67322	0	0.236	2.01723	0.468	0.232	0.33373
HSPB1	parietal	neuron	gw16	0.66539	0	0.249	1.52866	0.72	0.471	0.43527
ENC1	parietal	neuron	gw16	0.65362	0	0.219	1.31465	0.915	0.696	0.49718
FOS	parietal	neuron	gw16	0.63672	0	0.269	1.5114	0.795	0.526	0.42128
ROBO2	parietal	neuron	gw16	0.63461	0	0.253	1.62469	0.658	0.405	0.3906
NR4A1	parietal	neuron	gw16	0.63051	0	0.186	2.16249	0.346	0.16	0.29157
PTCHD2	parietal	neuron	gw16	0.62891	0	0.224	1.93333	0.464	0.24	0.3253
SORBS2	parietal	neuron	gw16	0.62821	0	0.244	1.57411	0.669	0.425	0.39909
DNAJB1	parietal	neuron	gw16	0.62671	0	0.224	1.41713	0.761	0.537	0.44224
ADD3	parietal	neuron	gw16	0.62137	0	0.153	2.40365	0.262	0.109	0.25851
IER5	parietal	neuron	gw16	0.61587	0	0.179	1.96756	0.364	0.185	0.31301
COL9A2	parietal	neuron	gw16	0.60673	0	0.178	2.06586	0.345	0.167	0.29369
DUSP1	parietal	neuron	gw16	0.59964	0	0.245	1.52575	0.711	0.466	0.39301
WDFY3	parietal	neuron	gw16	0.59599	0	0.157	2.24601	0.283	0.126	0.26536
KCNQ3	parietal	neuron	gw16	0.59156	0	0.192	2.15661	0.358	0.166	0.2743
UNC5A	parietal	neuron	gw16	0.5814	0	0.191	2.07908	0.368	0.177	0.27964
BTG2	parietal	neuron	gw16	0.57932	0	0.19	1.97937	0.384	0.194	0.29268
CELSR2	parietal	neuron	gw16	0.56912	0	0.214	1.87346	0.459	0.245	0.30378
HSPA1A	parietal	neuron	gw16	0.55711	0	0.072	1.07852	0.989	0.917	0.51656
HES6	parietal	neuron	gw16	0.557	0	0.155	1.1962	0.945	0.79	0.46564
POU3F1	parietal	neuron	gw16	0.55502	0	0.204	1.77272	0.468	0.264	0.31309
NRN1	parietal	neuron	gw16	0.55459	0	0.208	1.64396	0.531	0.323	0.33735
TTC28	parietal	neuron	gw16	0.53403	0	0.236	1.57004	0.65	0.414	0.34014
CUX2	parietal	neuron	gw16	0.5269	0	0.19	1.89622	0.402	0.212	0.27787
SEZ6	parietal	neuron	gw16	0.52035	0	0.224	1.64367	0.572	0.348	0.31658
MLLT3	parietal	neuron	gw16	0.51914	0	0.222	1.37	0.822	0.6	0.37893
HSPA1B	parietal	neuron	gw16	0.50826	0	0.146	1.17783	0.967	0.821	0.43152
AFF4	parietal	neuron	gw16	0.50553	0	0.198	1.77646	0.453	0.255	0.28457
BTG1	parietal	neuron	gw16	0.50128	0	0.184	1.24665	0.93	0.746	0.40211
ZNF608	parietal	neuron	gw16	0.49727	0	0.16	1.91427	0.335	0.175	0.25977
PGAP1	parietal	neuron	gw16	0.49593	0	0.204	1.82926	0.45	0.246	0.27111
JUNB	parietal	neuron	gw16	0.4858	0	0.155	1.79896	0.349	0.194	0.27005
EPHA5	parietal	neuron	gw16	0.48556	0	0.181	1.79735	0.408	0.227	0.27016
HS3ST1	parietal	neuron	gw16	0.48288	0	0.184	1.86384	0.397	0.213	0.25908
CALD1	parietal	neuron	gw16	0.48088	0	0.165	1.7366	0.389	0.224	0.27691
EPHA3	parietal	neuron	gw16	0.47644	0	0.195	1.7249	0.464	0.269	0.27621
MEIS2	parietal	neuron	gw16	0.47223	0	0.19	1.26027	0.92	0.73	0.37471
PHIP	parietal	neuron	gw16	0.46464	0	0.211	1.57027	0.581	0.37	0.2959
POU3F3	parietal	neuron	gw16	0.46287	0	0.237	1.48269	0.728	0.491	0.31218
HECTD4	parietal	neuron	gw16	0.46263	0	0.185	1.7061	0.447	0.262	0.27116
FOXN3	parietal	neuron	gw16	0.44458	0	0.193	1.60883	0.51	0.317	0.27634
ARHGAP21	parietal	neuron	gw16	0.4386	0	0.207	1.36832	0.769	0.562	0.32054
NR2F1	parietal	neuron	gw16	0.43715	0	0.23	1.52511	0.668	0.438	0.28663
RBFOX3	parietal	neuron	gw16	0.42275	0	0.178	1.68992	0.436	0.258	0.25016
MN1	parietal	neuron	gw16	0.41744	0	0.217	1.47071	0.678	0.461	0.28383
NKTR	parietal	neuron	gw16	0.41578	0	0.198	1.46479	0.624	0.426	0.28385
EZR	parietal	neuron	gw16	0.40706	0	0.207	1.51364	0.61	0.403	0.26893
FAM57B	parietal	neuron	gw16	0.4004	0	0.186	1.57055	0.512	0.326	0.25494
TMEM158	parietal	neuron	gw16	0.39866	0	0.128	1.28381	0.579	0.451	0.31053
GPC2	parietal	neuron	gw16	0.3971	0	0.201	1.49264	0.609	0.408	0.26604
HSPA6	parietal	neuron	gw16	0.39586	0.01726	0.051	1.50998	0.151	0.1	0.26216
CCND2	parietal	neuron	gw16	0.36986	0	0.189	1.36986	0.7	0.511	0.27
TCF4	parietal	neuron	gw16	0.36644	0	0.125	1.14952	0.961	0.836	0.31878
TRA2B	parietal	neuron	gw16	0.36413	0	0.196	1.38058	0.711	0.515	0.26375
SRSF5	parietal	neuron	gw16	0.36412	0	0.194	1.45221	0.623	0.429	0.25073
RHOB	parietal	neuron	gw16	0.35739	0	0.154	1.20026	0.923	0.769	0.29776
SDCBP	parietal	neuron	gw16	0.34696	0	0.163	1.23252	0.864	0.701	0.28151
MEX3A	parietal	neuron	gw16	0.34595	0	0.18	1.34682	0.699	0.519	0.25686
ZNF292	parietal	neuron	gw16	0.33871	0	0.174	1.33721	0.69	0.516	0.2533
FOXG1	parietal	neuron	gw16	0.3323	0	0.145	1.19437	0.891	0.746	0.27822
MTRNR2L12	parietal	neuron	gw16	0.32844	0	0.168	1.28047	0.767	0.599	0.2565
PNISR	parietal	neuron	gw16	0.32678	0	0.159	1.22779	0.857	0.698	0.26615
HSP90AA1	parietal	neuron	gw16	0.30436	0	0.012	1.01216	0.999	0.987	0.30071
NFIB	parietal	neuron	gw16	0.2997	0	0.067	1.07314	0.983	0.916	0.27927
PPDPF	parietal	neuron	gw16	0.29745	0	0.116	1.14446	0.919	0.803	0.2599
MT-ND1	parietal	neuron	gw16	0.29156	0	0.008	1.00828	0.974	0.966	0.28917
UBC	parietal	neuron	gw16	0.27776	0	0.067	1.07298	0.985	0.918	0.25887
LINC01556	parietal	neuron	gw17	293157.03985	1	0.2	200000	0.2	0	1.46579
ZMYND12	parietal	neuron	gw17	226238.62874	1	0.2	200000	0.2	0	1.13119
RP4-809F18.2	parietal	neuron	gw17	224879.31598	1	0.2	200000	0.2	0	1.1244
RP11-410E4.1	parietal	neuron	gw17	219237.78545	1	0.2	200000	0.2	0	1.09619
RP11-255M2.3	parietal	neuron	gw17	215005.86786	1	0.2	200000	0.2	0	1.07503
TMEM173	parietal	neuron	gw17	213138.96326	1	0.2	200000	0.2	0	1.06569
RP11-3P17.4	parietal	neuron	gw17	212986.92979	1	0.2	200000	0.2	0	1.06493
RP5-1098D14.1	parietal	neuron	gw17	170847.62424	1	0.2	200000	0.2	0	0.85424
NKD2	parietal	neuron	gw17	147440.30993	1	0.2	200000	0.2	0	0.7372
RP11-432B6.3	parietal	neuron	gw17	132361.77323	1	0.2	200000	0.2	0	0.66181
CMP21-97G8.2	parietal	neuron	gw17	112213.39189	1	0.2	200000	0.2	0	0.56107
RP11-475O6.1	parietal	neuron	gw17	103394.57351	1	0.2	200000	0.2	0	0.51697
CTD-2023N9.2	parietal	neuron	gw17	425.3397	1	0.199	199.8002	0.2	0.001	2.1288299999999998
RP4-545L17.11	parietal	neuron	gw17	400.01157	1	0.199	199.8002	0.2	0.001	2.00206
HES4	parietal	neuron	gw17	399.32821	1	0.398	199.90005	0.4	0.002	1.99764
CTD-2129N1.1	parietal	neuron	gw17	262.98229	1	0.398	199.90005	0.4	0.002	1.31557
UPP1	parietal	neuron	gw17	256.90218	1	0.397	133.2889	0.4	0.003	1.92741
TNIP3	parietal	neuron	gw17	221.78923	1	0.199	199.8002	0.2	0.001	1.11006
C12orf42	parietal	neuron	gw17	221.41897	1	0.199	199.8002	0.2	0.001	1.1082
SPARCL1	parietal	neuron	gw17	218.95914	1	0.199	199.8002	0.2	0.001	1.09589
LRRC26	parietal	neuron	gw17	218.10345	1	0.199	199.8002	0.2	0.001	1.09161
TRNP1	parietal	neuron	gw17	209.77733	1	0.397	133.2889	0.4	0.003	1.57385
BTNL9	parietal	neuron	gw17	203.44323	1	0.199	199.8002	0.2	0.001	1.01823
TGFB2-AS1	parietal	neuron	gw17	202.85168	1	0.199	199.8002	0.2	0.001	1.01527
F7	parietal	neuron	gw17	190.35941	1	0.199	199.8002	0.2	0.001	0.95275
SYNPO2	parietal	neuron	gw17	186.34325	1	0.199	199.8002	0.2	0.001	0.93265
BCL2L10	parietal	neuron	gw17	182.92237	1	0.199	199.8002	0.2	0.001	0.91553
VWA5A	parietal	neuron	gw17	178.61875	1	0.199	199.8002	0.2	0.001	0.89399
PBXIP1	parietal	neuron	gw17	176.04888	1	0.199	199.8002	0.2	0.001	0.88112
RP11-561B11.6	parietal	neuron	gw17	163.16097	1	0.199	199.8002	0.2	0.001	0.81662
TMEM51-AS1	parietal	neuron	gw17	162.79693	1	0.199	199.8002	0.2	0.001	0.8148
LMNTD2	parietal	neuron	gw17	157.64814	1	0.199	199.8002	0.2	0.001	0.78903
GALNT13	parietal	neuron	gw17	127.97522	1	0.396	99.97501	0.4	0.004	1.28007
ADAM18	parietal	neuron	gw17	124.3613	1	0.199	199.8002	0.2	0.001	0.62243
WNT7A	parietal	neuron	gw17	96.40637	1	0.392	49.99375	0.4	0.008	1.92837
SAMD12	parietal	neuron	gw17	71.96081	1	0.393	57.1347	0.4	0.007	1.25949
CALY	parietal	neuron	gw17	71.60435	1	0.391	44.43951	0.4	0.009	1.61128
ZNF182	parietal	neuron	gw17	66.73571	1	0.393	57.1347	0.4	0.007	1.16804
XBP1	parietal	neuron	gw17	62.99647	1	0.388	33.33056	0.4	0.012	1.89005
TMEM191C	parietal	neuron	gw17	62.15595	1	0.582	33.33148	0.6	0.018	1.86478
SNCG	parietal	neuron	gw17	56.59682	1	0.392	49.99375	0.4	0.008	1.13208
MMP28	parietal	neuron	gw17	51.14733	1	0.388	33.33056	0.4	0.012	1.53455
C12orf75	parietal	neuron	gw17	48.29063	1	0.386	28.56939	0.4	0.014	1.69029
FBXO38	parietal	neuron	gw17	42.64788	1	0.385	26.66489	0.4	0.015	1.5994
TMEM191B	parietal	neuron	gw17	38.6369	1	0.385	26.66489	0.4	0.015	1.44898
ZFP28	parietal	neuron	gw17	38.46399	1	0.385	26.66489	0.4	0.015	1.4425
KIFC3	parietal	neuron	gw17	37.43772	1	0.385	26.66489	0.4	0.015	1.40401
MINK1	parietal	neuron	gw17	36.07549	1	0.383	23.52803	0.4	0.017	1.5333
GPR37	parietal	neuron	gw17	33.53354	1	0.385	26.66489	0.4	0.015	1.25759
UBE2S	parietal	neuron	gw17	33.1567	1	0.568	18.74941	0.6	0.032	1.76841
LRRC16A	parietal	neuron	gw17	30.59382	1	0.383	23.52803	0.4	0.017	1.30031
ZBTB48	parietal	neuron	gw17	29.47212	1	0.386	28.56939	0.4	0.014	1.0316
UHRF2	parietal	neuron	gw17	27.82158	1	0.375	15.99936	0.4	0.025	1.73892
SPIDR	parietal	neuron	gw17	26.99806	1	0.382	22.22099	0.4	0.018	1.21498
FLCN	parietal	neuron	gw17	26.77286	1	0.38	19.999	0.4	0.02	1.33871
RQCD1	parietal	neuron	gw17	23.10684	1	0.744	14.28546	0.8	0.056	1.61751
MAL2	parietal	neuron	gw17	22.10048	1	0.367	12.12084	0.4	0.033	1.82335
TVP23B	parietal	neuron	gw17	21.47096	1	0.369	12.90281	0.4	0.031	1.66405
SERPING1	parietal	neuron	gw17	20.15627	1	0.182	11.11049	0.2	0.018	1.81417
CSAD	parietal	neuron	gw17	19.35415	1	0.372	14.2852	0.4	0.028	1.35484
PODXL2	parietal	neuron	gw17	18.70115	1	0.544	10.71409	0.6	0.056	1.74547
C4orf48	parietal	neuron	gw17	18.56333	0.04221	0.9	9.9999	1	0.1	1.85635
RCN2	parietal	neuron	gw17	18.21824	1	0.542	10.34465	0.6	0.058	1.76113
BRI3	parietal	neuron	gw17	16.82134	1	0.364	11.1108	0.4	0.036	1.51396
STUB1	parietal	neuron	gw17	16.4948	1	0.368	12.49961	0.4	0.032	1.31963
ARL4A	parietal	neuron	gw17	13.6118	1	0.35	7.99984	0.4	0.05	1.70151
PRELID1	parietal	neuron	gw17	12.78029	1	0.347	7.54703	0.4	0.053	1.69342
VRK1	parietal	neuron	gw17	12.62856	1	0.523	7.79211	0.6	0.077	1.62069
WTAP	parietal	neuron	gw17	12.59116	1	0.682	6.7796	0.8	0.118	1.85721
MACROD2	parietal	neuron	gw17	12.19851	1	0.532	8.8234	0.6	0.068	1.38252
MORN4	parietal	neuron	gw17	11.51292	1	0.343	7.01742	0.4	0.057	1.64062
RASGEF1B	parietal	neuron	gw17	11.51085	1	0.165	5.71412	0.2	0.035	2.01446
DUSP23	parietal	neuron	gw17	10.75796	1	0.521	7.59484	0.6	0.079	1.41648
CCNG2	parietal	neuron	gw17	10.49277	1	0.525	7.99989	0.6	0.075	1.31161
XPO6	parietal	neuron	gw17	10.24265	1	0.171	6.89631	0.2	0.029	1.48524
MDM4	parietal	neuron	gw17	9.95927	1	0.487	5.30969	0.6	0.113	1.87568
SNX7	parietal	neuron	gw17	9.51576	1	0.514	6.97666	0.6	0.086	1.36394
CHD1	parietal	neuron	gw17	8.47262	1	0.158	4.76179	0.2	0.042	1.77929
PPP3CA	parietal	neuron	gw17	8.45636	0.79637	0.601	4.02008	0.8	0.199	2.10353
DCAKD	parietal	neuron	gw17	8.03878	1	0.159	4.87793	0.2	0.041	1.64799
TOR1A	parietal	neuron	gw17	7.45924	1	0.161	5.12807	0.2	0.039	1.45459
LAGE3	parietal	neuron	gw17	7.43937	1	0.464	4.41173	0.6	0.136	1.68627
TAF9B	parietal	neuron	gw17	7.25485	1	0.158	4.76179	0.2	0.042	1.52356
CTNNB1	parietal	neuron	gw17	7.24175	1	0.302	4.08159	0.4	0.098	1.77425
FGF12	parietal	neuron	gw17	7.22403	1	0.744	3.90623	1	0.256	1.84936
VPS51	parietal	neuron	gw17	7.0856	0.90938	0.144	3.57136	0.2	0.056	1.984
CPE	parietal	neuron	gw17	6.77654	1	0.456	4.16664	0.6	0.144	1.62638
TRA2A	parietal	neuron	gw17	6.66717	0.45789	0.548	3.17459	0.8	0.252	2.10017
CRYZL1	parietal	neuron	gw17	6.52778	1	0.298	3.92153	0.4	0.102	1.6646
ITGAE	parietal	neuron	gw17	6.43385	1	0.442	3.79744	0.6	0.158	1.69426
PSIP1	parietal	neuron	gw17	6.42962	1	0.28	3.33331	0.4	0.12	1.9289
ITFG1	parietal	neuron	gw17	6.31545	1	0.447	3.92154	0.6	0.153	1.61045
ATP1B1	parietal	neuron	gw17	6.24364	1	0.759	4.14936	1	0.241	1.50472
ACADVL	parietal	neuron	gw17	6.14026	1	0.152	4.16658	0.2	0.048	1.47369
DYNC1I1	parietal	neuron	gw17	6.12355	0.04454	0.393	2.89854	0.6	0.207	2.11263
CORO1C	parietal	neuron	gw17	6.04182	1	0.293	3.73828	0.4	0.107	1.6162
SBDS	parietal	neuron	gw17	6.0277	1	0.276	3.22578	0.4	0.124	1.8686
SNHG9	parietal	neuron	gw17	5.98758	1	0.59	3.80951	0.8	0.21	1.57175
DNM3	parietal	neuron	gw17	5.67746	1	0.44	3.74998	0.6	0.16	1.514
YIPF5	parietal	neuron	gw17	5.374	1	0.14	3.33328	0.2	0.06	1.61223
SEZ6	parietal	neuron	gw17	5.36605	1	0.295	3.80949	0.4	0.105	1.4086
PCYOX1	parietal	neuron	gw17	5.34114	1	0.137	3.17455	0.2	0.063	1.68249
DNAJB11	parietal	neuron	gw17	5.15748	1	0.57	3.47825	0.8	0.23	1.48278
OLFM1	parietal	neuron	gw17	5.07832	1	0.141	3.38977	0.2	0.059	1.49813
STK19	parietal	neuron	gw17	4.98871	1	0.14	3.33328	0.2	0.06	1.49664
PCSK1N	parietal	neuron	gw17	4.85328	1	0.127	2.73969	0.2	0.073	1.77147
CDKN2D	parietal	neuron	gw17	4.27917	1	0.63	4.70585	0.8	0.17	0.90933
RANBP1	parietal	neuron	gw17	4.19107	1	0.532	2.98506	0.8	0.268	1.40401
NBEAL1	parietal	neuron	gw17	4.01672	1	0.53	2.96295	0.8	0.27	1.35565
PPP1CB	parietal	neuron	gw17	3.97637	1	0.5	2.66666	0.8	0.3	1.49114
PSMD14	parietal	neuron	gw17	3.61405	1	0.495	2.62294	0.8	0.305	1.37786
HNRNPH1	parietal	neuron	gw17	3.30492	1	0.4	2	0.8	0.4	1.65247
MTX2	parietal	neuron	gw17	3.26307	1	0.236	2.43901	0.4	0.164	1.33787
YBX1	parietal	neuron	gw17	3.02147	0.09317	0.488	1.95312	1	0.512	1.54699
PGM2L1	parietal	neuron	gw17	2.45405	1	0.098	1.3245	0.4	0.302	1.85281
DDX21	parietal	neuron	gw17	2.26791	1	0.163	1.68776	0.4	0.237	1.34374
RSL1D1	parietal	neuron	gw17	2.25766	1	0.189	1.89573	0.4	0.211	1.19092
MARCKS	parietal	neuron	gw17	2.2209	0.12246	0.244	1.43885	0.8	0.556	1.54353
C3orf14	parietal	neuron	gw17	2.12112	1	0.406	2.03045	0.8	0.394	1.04466
TCEAL1	parietal	neuron	gw17	1.92624	1	0.065	1.48147	0.2	0.135	1.30022
RPS2	parietal	neuron	gw17	1.54711	1	0.118	1.17302	0.8	0.682	1.31891
SCG5	parietal	neuron	gw17	1.45984	1	0.09	1.29032	0.4	0.31	1.13138
PRMT2	parietal	neuron	gw17	1.43072	1	0.19	1.31147	0.8	0.61	1.09093
FTH1	parietal	neuron	gw17	1.10218	1	0.032	1.03306	1	0.968	1.06691
SUMO1	parietal	neuron	gw17	0.65288	1	-0.162	0.71174	0.4	0.562	0.9173
ARPC5	parietal	neuron	gw17	0.59394	1	-0.128	0.75757	0.4	0.528	0.784
CBX3	parietal	neuron	gw17	0.58521	1	-0.104	0.85227	0.6	0.704	0.68665
FIS1	parietal	neuron	gw17	0.57063	1	-0.101	0.66445	0.2	0.301	0.8588
UBE2I	parietal	neuron	gw17	0.47686	1	-0.122	0.62112	0.2	0.322	0.76774
UBE2V2	parietal	neuron	gw17	0.38506	1	-0.177	0.5305	0.2	0.377	0.72584
EIF4E	parietal	neuron	gw17	0.27785	1	-0.275	0.42105	0.2	0.475	0.6599
DNAJA1	parietal	neuron	gw17	0.21066	1	-0.249	0.44543	0.2	0.449	0.47293
SORCS1	parietal	neuron	gw18	5.32029	0	0.412	6.14992	0.492	0.08	0.8651
TLE4	parietal	neuron	gw18	4.43101	0	0.598	3.034	0.892	0.294	1.46045
PAPPA2	parietal	neuron	gw18	4.41424	0	0.3	5.34775	0.369	0.069	0.82544
ETV1	parietal	neuron	gw18	3.41953	0	0.307	4.41106	0.397	0.09	0.77522
OSTN	parietal	neuron	gw18	3.33458	0	0.106	11.59884	0.116	0.01	0.28749
CRYM	parietal	neuron	gw18	2.78637	0	0.533	2.76489	0.835	0.302	1.00777
TRPM3	parietal	neuron	gw18	2.65974	0	0.314	3.63862	0.433	0.119	0.73097
BCL11B	parietal	neuron	gw18	2.43807	0	0.386	3.15641	0.565	0.179	0.77242
SATB1	parietal	neuron	gw18	2.02925	0	0.246	3.38832	0.349	0.103	0.5989
VRK1	parietal	neuron	gw18	1.95744	0	0.249	3.07497	0.369	0.12	0.63657
PDE1A	parietal	neuron	gw18	1.88363	0	0.353	2.7389	0.556	0.203	0.68773
SOX5	parietal	neuron	gw18	1.87201	0	0.428	2.12041	0.81	0.382	0.88285
ADAMTS6	parietal	neuron	gw18	1.86317	0	0.097	7.06206	0.113	0.016	0.26383
SEMA3E	parietal	neuron	gw18	1.84233	0	0.255	2.66665	0.408	0.153	0.69088
GRIK3	parietal	neuron	gw18	1.82812	0	0.172	3.45709	0.242	0.07	0.5288
IQCA1	parietal	neuron	gw18	1.82327	0	0.114	5.74976	0.138	0.024	0.3171
CIDEA	parietal	neuron	gw18	1.79096	0	0.108	3.76913	0.147	0.039	0.47517
WNT7B	parietal	neuron	gw18	1.67296	0	0.103	4.32244	0.134	0.031	0.38704
PCDH9	parietal	neuron	gw18	1.62659	0	0.352	2.0445	0.689	0.337	0.79559
CNTNAP5	parietal	neuron	gw18	1.60357	0	0.095	5.52355	0.116	0.021	0.29031
ROBO2	parietal	neuron	gw18	1.59885	0	0.375	2.10946	0.713	0.338	0.75794
MEG3	parietal	neuron	gw18	1.57905	0	0.385	1.70772	0.929	0.544	0.92466
RP11-286B14.1	parietal	neuron	gw18	1.54668	0	0.138	3.22575	0.2	0.062	0.47948
ID2	parietal	neuron	gw18	1.5069	0	0.395	1.84401	0.863	0.468	0.81718
DMD	parietal	neuron	gw18	1.4885	0	0.248	2.52146	0.411	0.163	0.59033
RAPGEF5	parietal	neuron	gw18	1.48059	0	0.15	3.02699	0.224	0.074	0.48913
B3GALT2	parietal	neuron	gw18	1.46549	0	0.262	2.02343	0.518	0.256	0.72426
LMO7	parietal	neuron	gw18	1.42139	0	0.323	2.09863	0.617	0.294	0.67729
TMEM161B-AS1	parietal	neuron	gw18	1.38204	0	0.349	1.71079	0.84	0.491	0.80784
FEZF2	parietal	neuron	gw18	1.35383	0	0.193	3.05316	0.287	0.094	0.44342
NUAK1	parietal	neuron	gw18	1.32624	0	0.233	2.01303	0.463	0.23	0.65883
ZFHX3	parietal	neuron	gw18	1.31861	0	0.11	4.05544	0.146	0.036	0.32515
KLHL13	parietal	neuron	gw18	1.28395	0	0.08	4.80929	0.101	0.021	0.26697
RIMS2	parietal	neuron	gw18	1.27986	0	0.214	2.48609	0.358	0.144	0.51481
SIPA1L2	parietal	neuron	gw18	1.26608	0	0.125	4.1249	0.165	0.04	0.30694
CDR1-AS	parietal	neuron	gw18	1.25184	0	0.23	2.26372	0.412	0.182	0.553
EPB41L4A	parietal	neuron	gw18	1.2174	0	0.13	3.24132	0.188	0.058	0.37559
PDZD2	parietal	neuron	gw18	1.20673	0	0.159	2.80679	0.247	0.088	0.42993
NEGR1	parietal	neuron	gw18	1.1876	0	0.182	2.74997	0.286	0.104	0.43186
AC004158.3	parietal	neuron	gw18	1.18099	0	0.245	1.58194	0.666	0.421	0.74654
CDKL2	parietal	neuron	gw18	1.17702	0	0.182	2.20528	0.333	0.151	0.53373
KCTD12	parietal	neuron	gw18	1.16733	0	0.287	2.16193	0.534	0.247	0.53995
DLC1	parietal	neuron	gw18	1.16705	0	0.123	3.56243	0.171	0.048	0.3276
NPTX1	parietal	neuron	gw18	1.16232	0	0.104	3.07994	0.154	0.05	0.37738
KLHL5	parietal	neuron	gw18	1.11546	0	0.141	2.85523	0.217	0.076	0.39067
HS3ST4	parietal	neuron	gw18	1.09775	0	0.142	2.75305	0.223	0.081	0.39874
C14orf132	parietal	neuron	gw18	1.08172	0	0.175	2.5086	0.291	0.116	0.43121
COX7A1	parietal	neuron	gw18	1.07576	0	0.086	3.96538	0.115	0.029	0.27129
