gene	individual	area	region	stage	cell_type	p_val_adj	avg_logfc	gene.score	enrichment_ratio	pct.1	pct.2
ATRX	gw25	temporal	temporal	late	neuron	0.00447	0.2781	0.25968	0.93379	0.677	0.725
ATRX	gw25	temporal	temporal	late	rg	0	0.3196	0.26787	0.83815	0.435	0.519
ATXN2	gw25	temporal	temporal	late	neuron	0	0.3149	0.36596	1.16215	0.172	0.148
ATXN7L3B	gw25	temporal	temporal	late	neuron	0	0.37646	0.37646	1	0.292	0.292
AURKAIP1	gw25	pfc	pfc	late	neuron	0	0.27919	0.38592	1.38227	0.499	0.361
AUTS2	gw25	motor	msp	late	neuron	0	0.42531	0.70016	1.64623	0.349	0.212
AUTS2	gw25	somatosensory	msp	late	neuron	0	0.34639	0.58062	1.67619	0.352	0.21
AUTS2	gw25	temporal	temporal	late	neuron	0	0.34909	0.35724	1.02336	0.219	0.214
B2M	gw25	parietal	msp	late	rg	0	0.35199	0.38182	1.08473	0.909	0.838
B3GALT2	gw25	motor	msp	late	neuron	0.01356	0.30473	0.43863	1.43939	0.285	0.198
B3GALT2	gw25	temporal	temporal	late	neuron	1e-5	0.26738	0.25394	0.94974	0.189	0.199
B3GAT2	gw25	motor	msp	late	rg	0	0.45696	0.77559	1.69728	0.499	0.294
B3GAT2	gw25	temporal	temporal	late	neuron	0	0.49751	1.34777	2.70904	0.149	0.055
BACE1	gw25	temporal	temporal	late	neuron	2e-4	0.26516	0.40153	1.51426	0.106	0.07
BASP1	gw25	somatosensory	msp	late	ipc	0	0.25696	0.26639	1.03672	0.96	0.926
BASP1	gw25	motor	msp	late	neuron	0	1.02464	1.49542	1.45946	0.972	0.666
BASP1	gw25	somatosensory	msp	late	neuron	0	1.21724	1.79644	1.47583	0.977	0.662
BASP1	gw25	temporal	temporal	late	neuron	0	1.15498	1.64576	1.42492	0.949	0.666
BASP1	gw25	motor	msp	late	rg	0	0.36986	0.50665	1.36984	0.763	0.557
BASP1	gw25	pfc	pfc	late	rg	0	0.37494	0.4058	1.08229	0.605	0.559
BASP1	gw25	somatosensory	msp	late	rg	0	0.73385	1.11416	1.51825	0.832	0.548
BAZ1A	gw25	somatosensory	msp	late	neuron	0	0.25132	0.57443	2.28567	0.112	0.049
BAZ1B	gw25	motor	msp	late	neuron	0	0.38448	0.72796	1.89333	0.284	0.15
BAZ1B	gw25	somatosensory	msp	late	neuron	0	0.28663	0.48862	1.7047	0.254	0.149
BAZ2B	gw25	motor	msp	late	neuron	0.04965	0.33507	0.5026	1.5	0.264	0.176
BAZ2B	gw25	somatosensory	msp	late	neuron	0	0.34495	0.63174	1.8314	0.315	0.172
BCAN	gw25	somatosensory	msp	late	rg	0	0.32962	0.35898	1.08909	0.978	0.898
BCAP29	gw25	temporal	temporal	late	rg	1.1e-4	0.29063	0.24078	0.82846	0.227	0.274
BCHE	gw25	pfc	pfc	late	rg	0	0.59743	1.05491	1.76575	0.196	0.111
BCL11A	gw25	parietal	msp	late	ipc	0	0.29481	0.43231	1.46639	0.349	0.238
BCL11A	gw25	parietal	msp	late	neuron	0	0.38499	0.58591	1.52187	0.522	0.343
BCL11B	gw25	temporal	temporal	late	neuron	0	0.71017	3.56808	5.02427	0.206	0.041
BCL7A	gw25	motor	msp	late	neuron	0	0.31979	0.44712	1.39815	0.453	0.324
BCL7A	gw25	somatosensory	msp	late	neuron	0	0.33084	0.49574	1.49844	0.481	0.321
BCL7A	gw25	temporal	temporal	late	neuron	1e-5	0.48491	0.57443	1.18462	0.385	0.325
BCL7A	gw25	pfc	pfc	late	rg	0	0.26353	0.28187	1.06961	0.169	0.158
BCLAF1	gw25	motor	msp	late	neuron	0	0.44205	0.67839	1.53463	0.554	0.361
BCLAF1	gw25	somatosensory	msp	late	neuron	0	0.38646	0.58616	1.51676	0.543	0.358
BCLAF1	gw25	temporal	temporal	late	neuron	0	0.27778	0.27017	0.9726	0.355	0.365
BCLAF1	gw25	temporal	temporal	late	rg	0	0.37797	0.31666	0.83778	0.377	0.45
BDP1	gw25	motor	msp	late	neuron	0	0.41647	0.62948	1.51148	0.461	0.305
BDP1	gw25	temporal	temporal	late	neuron	0	0.38448	0.40071	1.0422	0.321	0.308
BDP1	gw25	temporal	temporal	late	rg	2.4e-4	0.53561	0.56266	1.0505	0.208	0.198
BEX1	gw25	temporal	temporal	late	neuron	0	0.25707	0.24467	0.95175	0.789	0.829
BEX1	gw25	temporal	temporal	late	rg	0	0.5506	0.46537	0.8452	0.273	0.323
BEX2	gw25	temporal	temporal	late	neuron	0	0.34133	0.32841	0.96215	0.661	0.687
BEX4	gw25	pfc	pfc	late	neuron	0	0.2675	0.31059	1.1611	0.8	0.689
BEX5	gw25	pfc	pfc	late	neuron	0	0.2648	0.35923	1.35663	0.563	0.415
BEX5	gw25	temporal	temporal	late	neuron	0	0.27794	0.26293	0.946	0.473	0.5
BHLHE22	gw25	parietal	msp	late	ipc	0	0.36722	0.55417	1.50909	0.415	0.275
BHLHE22	gw25	parietal	msp	late	neuron	0	0.29242	0.40684	1.3913	0.384	0.276
BHLHE22	gw25	somatosensory	msp	late	neuron	0	0.7364	1.41205	1.91749	0.581	0.303
BHLHE22	gw25	temporal	temporal	late	neuron	0	0.75028	1.09154	1.45484	0.451	0.31
BICD1	gw25	motor	msp	late	neuron	0	0.35908	0.60356	1.68084	0.237	0.141
BICD1	gw25	temporal	temporal	late	rg	0.03718	0.36613	0.38758	1.05857	0.253	0.239
BIN1	gw25	pfc	pfc	late	neuron	0	0.29969	0.64891	2.16529	0.262	0.121
BLCAP	gw25	temporal	temporal	late	rg	0.00124	0.37345	0.26675	0.71428	0.13	0.182
BMPR2	gw25	temporal	temporal	late	neuron	0	0.37085	0.44757	1.20689	0.245	0.203
BNIP3L	gw25	temporal	temporal	late	rg	5.1e-4	0.28249	0.2509	0.8882	0.429	0.483
BOD1L1	gw25	temporal	temporal	late	neuron	1e-5	0.36615	0.46129	1.25983	0.16	0.127
BPTF	gw25	motor	msp	late	neuron	0	0.3829	0.57561	1.50331	0.454	0.302
BPTF	gw25	somatosensory	msp	late	neuron	0	0.45582	0.79806	1.75084	0.52	0.297
BPTF	gw25	temporal	temporal	late	neuron	0.00713	0.4692	0.54328	1.15789	0.352	0.304
BRD7	gw25	somatosensory	msp	late	rg	0	0.37532	1.22564	3.26562	0.418	0.128
BRD7	gw25	motor	msp	late	neuron	0	0.29648	0.5967	2.01263	0.159	0.079
BRD7	gw25	somatosensory	msp	late	neuron	0	0.36296	1.0308	2.83996	0.213	0.075
BRI3	gw25	somatosensory	msp	late	neuron	0	0.40154	1.07988	2.68932	0.277	0.103
BRI3	gw25	somatosensory	msp	late	rg	0	0.29613	0.91623	3.09402	0.362	0.117
BST2	gw25	parietal	msp	late	rg	0	0.30322	0.96619	3.18639	0.188	0.059
BTG1	gw25	motor	msp	late	neuron	0.00131	0.38141	0.47874	1.25519	0.423	0.337
BTG1	gw25	somatosensory	msp	late	neuron	0	0.6633	1.26795	1.91159	0.627	0.328
BTG2	gw25	somatosensory	msp	late	rg	0	0.26888	0.37098	1.37971	0.585	0.424
BTG2	gw25	temporal	temporal	late	rg	2e-5	0.49045	0.4377	0.89245	0.39	0.437
C11orf31	gw25	parietal	msp	late	rg	0	0.36912	0.59529	1.61273	0.608	0.377
C11orf58	gw25	pfc	pfc	late	rg	0	0.27209	0.24731	0.90893	0.529	0.582
C11orf87	gw25	temporal	temporal	late	neuron	0	0.35142	0.7426	2.11317	0.112	0.053
C12orf75	gw25	pfc	pfc	late	neuron	0	0.29267	0.52579	1.79651	0.309	0.172
C14orf132	gw25	temporal	temporal	late	neuron	0	0.49226	1.25081	2.54094	0.155	0.061
C14orf2	gw25	temporal	temporal	late	neuron	6.5e-4	0.27341	0.25348	0.92708	0.623	0.672
C18orf32	gw25	motor	msp	late	neuron	1e-5	0.25672	0.55822	2.17439	0.187	0.086
C18orf32	gw25	temporal	temporal	late	neuron	5e-5	0.35247	0.56718	1.60918	0.14	0.087
C19orf43	gw25	pfc	pfc	late	neuron	0	0.28652	0.34354	1.19903	0.741	0.618
C1GALT1	gw25	temporal	temporal	late	rg	0.0183	0.37717	0.40117	1.06363	0.117	0.11
C1orf21	gw25	temporal	temporal	late	rg	0.04426	0.47201	1.15293	2.44258	0.149	0.061
C1orf95	gw25	temporal	temporal	late	neuron	0	0.34781	0.68223	1.9615	0.102	0.052
C1QL2	gw25	somatosensory	msp	late	rg	0	0.36445	1.43979	3.95062	0.32	0.081
C2orf49	gw25	pfc	pfc	late	rg	0	0.30101	0.32276	1.07228	0.178	0.166
C2orf49	gw25	somatosensory	msp	late	neuron	0	0.28788	0.63406	2.2025	0.174	0.079
C3orf14	gw25	pfc	pfc	late	neuron	0	0.27008	0.34761	1.28706	0.547	0.425
C4orf48	gw25	parietal	msp	late	neuron	0	0.30747	0.35984	1.17033	0.639	0.546
C4orf48	gw25	temporal	temporal	late	neuron	0	0.37388	0.39199	1.04844	0.606	0.578
C5orf24	gw25	temporal	temporal	late	neuron	0	0.3736	0.41053	1.09886	0.289	0.263
C8orf33	gw25	pfc	pfc	late	rg	0	0.4882	0.60712	1.24359	0.291	0.234
C8orf34	gw25	motor	msp	late	neuron	2e-5	0.28487	0.61225	2.14922	0.144	0.067
C8orf4	gw25	motor	msp	late	rg	0	0.32049	0.42705	1.33247	0.517	0.388
CA10	gw25	temporal	temporal	late	neuron	0	0.40351	0.6832	1.69316	0.149	0.088
CA11	gw25	temporal	temporal	late	neuron	3.2e-4	0.27373	0.34375	1.2558	0.108	0.086
CAB39	gw25	motor	msp	late	neuron	0.09017	0.2503	0.42828	1.71109	0.154	0.09
CACNA2D1	gw25	motor	msp	late	neuron	0	0.58732	1.01348	1.72561	0.566	0.328
CACNA2D1	gw25	temporal	temporal	late	neuron	0	0.32778	0.30908	0.94294	0.314	0.333
CACNG8	gw25	temporal	temporal	late	neuron	0	0.32041	0.4309	1.34482	0.156	0.116
CADM1	gw25	temporal	temporal	late	neuron	0	1.09681	2.75037	2.50761	0.494	0.197
CADM1	gw25	temporal	temporal	late	rg	0	0.81867	2.0395	2.49123	0.284	0.114
CADM2	gw25	somatosensory	msp	late	neuron	0	0.54626	1.01274	1.85393	0.495	0.267
CADM2	gw25	temporal	temporal	late	neuron	0	0.39358	0.39787	1.01091	0.278	0.275
CADM2	gw25	temporal	temporal	late	rg	1e-5	0.58473	0.78565	1.34361	0.305	0.227
CADM4	gw25	motor	msp	late	rg	0.02082	0.26457	0.42142	1.59285	0.223	0.14
CADPS	gw25	temporal	temporal	late	neuron	0	0.33385	0.45698	1.36884	0.167	0.122
CALB1	gw25	pfc	pfc	late	neuron	0	0.28744	1.43713	4.99976	0.105	0.021
CALB1	gw25	temporal	temporal	late	neuron	0.00256	0.33066	0.5592	1.69115	0.115	0.068
CALB2	gw25	temporal	temporal	late	neuron	0	0.97772	2.76261	2.82555	0.243	0.086
CALD1	gw25	motor	msp	late	neuron	5e-5	0.26492	0.48078	1.81479	0.147	0.081
CALD1	gw25	somatosensory	msp	late	neuron	0	0.29884	0.71494	2.39237	0.189	0.079
CALD1	gw25	temporal	temporal	late	neuron	0.0012	0.26683	0.36445	1.36584	0.112	0.082
CALM1	gw25	temporal	temporal	late	neuron	0	0.49973	0.50386	1.00826	0.977	0.969
CALM2	gw25	pfc	pfc	late	neuron	0	0.47656	0.48533	1.0184	0.996	0.978
CALR	gw25	motor	msp	late	rg	5.5e-4	0.29024	0.36873	1.27044	0.606	0.477
CALR	gw25	somatosensory	msp	late	rg	0	0.35757	0.58666	1.64069	0.758	0.462
CALY	gw25	temporal	temporal	late	neuron	0	0.75635	2.01436	2.66327	0.261	0.098
CALY	gw25	somatosensory	msp	late	neuron	0	0.2637	0.52202	1.97957	0.194	0.098
CAMK1D	gw25	temporal	temporal	late	neuron	0	0.33963	0.33963	0.99999	0.16	0.16
CAMK2D	gw25	temporal	temporal	late	neuron	0	0.46756	1.18685	2.53841	0.132	0.052
CAMK2N1	gw25	somatosensory	msp	late	neuron	0	0.47494	0.76832	1.61773	0.584	0.361
CAMK2N1	gw25	temporal	temporal	late	neuron	0	0.52588	0.61734	1.17391	0.432	0.368
CAMK4	gw25	temporal	temporal	late	neuron	0	0.31364	0.3469	1.10606	0.219	0.198
CAMKV	gw25	pfc	pfc	late	neuron	0	0.25547	0.34157	1.33701	0.484	0.362
CAMSAP2	gw25	motor	msp	late	neuron	0	0.26697	0.41591	1.55789	0.296	0.19
CAMSAP2	gw25	temporal	temporal	late	neuron	0	0.45108	0.55079	1.22105	0.232	0.19
CAMTA1	gw25	temporal	temporal	late	neuron	0.00861	0.46495	0.54163	1.16491	0.332	0.285
CAND1	gw25	motor	msp	late	neuron	0.00643	0.25523	0.32883	1.28838	0.344	0.267
CANX	gw25	motor	msp	late	rg	0	0.38905	0.50888	1.308	0.654	0.5
CANX	gw25	somatosensory	msp	late	rg	0	0.25922	0.42846	1.65289	0.8	0.484
CAPG	gw25	parietal	msp	late	rg	0	0.27098	0.47455	1.75127	0.345	0.197
CAPZA1	gw25	parietal	msp	late	rg	0	0.25309	0.55153	2.17922	0.231	0.106
CASC4	gw25	motor	msp	late	rg	0.01818	0.2531	0.35152	1.38888	0.375	0.27
CASC4	gw25	somatosensory	msp	late	rg	0	0.25051	0.49711	1.98443	0.51	0.257
CASC4	gw25	temporal	temporal	late	neuron	0	0.25319	0.27252	1.07638	0.155	0.144
CASC4	gw25	temporal	temporal	late	rg	3.5e-4	0.29581	0.24241	0.81949	0.227	0.277
CASP3	gw25	motor	msp	late	rg	0	0.37419	0.52301	1.3977	0.608	0.435
CAV1	gw25	pfc	pfc	late	neuron	0	0.39341	2.80996	7.14252	0.15	0.021
CBLN2	gw25	pfc	pfc	late	neuron	0	0.97154	6.33746	6.52308	0.424	0.065
CBX1	gw25	motor	msp	late	neuron	0	0.41481	0.57914	1.39615	0.652	0.467
CBX1	gw25	somatosensory	msp	late	neuron	0	0.43994	0.64803	1.473	0.682	0.463
CBX1	gw25	temporal	temporal	late	neuron	0.02665	0.32458	0.32941	1.01486	0.478	0.471
CBX3	gw25	motor	msp	late	neuron	0	0.34245	0.46705	1.36384	0.596	0.437
CBX3	gw25	somatosensory	msp	late	neuron	0	0.44229	0.66855	1.51157	0.653	0.432
CBX5	gw25	motor	msp	late	neuron	6e-5	0.265	0.34364	1.29674	0.437	0.337
CBX5	gw25	temporal	temporal	late	neuron	0	0.52206	0.62275	1.19288	0.402	0.337
CBX5	gw25	somatosensory	msp	late	neuron	7e-5	0.27017	0.3732	1.38138	0.46	0.333
CBX5	gw25	temporal	temporal	late	rg	2e-5	0.29654	0.23668	0.79814	0.344	0.431
CCDC102B	gw25	motor	msp	late	rg	1e-5	0.27326	0.53613	1.962	0.155	0.079
CCDC112	gw25	motor	msp	late	neuron	0	0.34111	0.45482	1.33333	0.52	0.39
CCDC112	gw25	temporal	temporal	late	neuron	0.02575	0.36386	0.37219	1.0229	0.402	0.393
CCDC124	gw25	pfc	pfc	late	neuron	0	0.3191	0.51109	1.60163	0.394	0.246
CCDC136	gw25	temporal	temporal	late	neuron	3.4e-4	0.28828	0.31795	1.10293	0.15	0.136
CCDC144A	gw25	pfc	pfc	late	neuron	0	0.49734	1.82596	3.67143	0.257	0.07
CCDC34	gw25	temporal	temporal	late	neuron	3.8e-4	0.25598	0.28246	1.10344	0.128	0.116
CCDC6	gw25	temporal	temporal	late	neuron	0	0.33888	0.5617	1.65751	0.121	0.073
CCDC71L	gw25	motor	msp	late	neuron	0	0.32724	0.7783	2.37835	0.176	0.074
CCDC71L	gw25	somatosensory	msp	late	neuron	0	0.31051	0.91839	2.9577	0.21	0.071
CCDC80	gw25	somatosensory	msp	late	rg	0	0.3377	0.67237	1.99103	0.444	0.223
CCDC88A	gw25	temporal	temporal	late	neuron	0	0.5032	0.59077	1.17403	0.452	0.385
CCDC88A	gw25	motor	msp	late	rg	0	0.3414	0.48821	1.43005	0.552	0.386
CCDC88A	gw25	temporal	temporal	late	rg	1e-5	0.41856	0.41221	0.98485	0.39	0.396
CCDC90B	gw25	pfc	pfc	late	neuron	0	0.28532	0.37247	1.30543	0.577	0.442
CCK	gw25	temporal	temporal	late	neuron	0	0.7095	1.48994	2.09998	0.189	0.09
CCL2	gw25	parietal	msp	late	rg	0	1.17732	5.80248	4.92857	0.345	0.07
CCL3	gw25	parietal	msp	late	rg	0	0.47403	2.87569	6.06646	0.182	0.03
CCND2	gw25	motor	msp	late	neuron	0	0.56889	1.20235	2.1135100000000002	0.391	0.185
CCND2	gw25	somatosensory	msp	late	neuron	0	0.53805	1.24554	2.31492	0.419	0.181
CCNI	gw25	motor	msp	late	neuron	0	0.3781	0.40532	1.07197	0.983	0.917
CCNI	gw25	somatosensory	msp	late	neuron	0	0.33906	0.35533	1.04798	0.961	0.917
CCP110	gw25	motor	msp	late	neuron	5e-5	0.29215	0.44934	1.53801	0.263	0.171
CCP110	gw25	temporal	temporal	late	neuron	0	0.35551	0.44699	1.2573	0.215	0.171
CCSAP	gw25	temporal	temporal	late	neuron	1.8e-4	0.27366	0.30384	1.11029	0.151	0.136
CCSER1	gw25	motor	msp	late	neuron	0.01104	0.26367	0.43019	1.63156	0.186	0.114
CCSER1	gw25	somatosensory	msp	late	neuron	0	0.29416	0.63111	2.14544	0.236	0.11
CCSER1	gw25	temporal	temporal	late	neuron	0.00225	0.29306	0.35167	1.19999	0.138	0.115
CCSER2	gw25	motor	msp	late	neuron	0	0.31893	0.44053	1.38127	0.413	0.299
CD200	gw25	temporal	temporal	late	neuron	0	0.45875	0.68031	1.48295	0.261	0.176
CDC34	gw25	somatosensory	msp	late	rg	0	0.25647	0.9824	3.83044	0.226	0.059
CDC42	gw25	parietal	msp	late	rg	0	0.27884	0.35432	1.27068	0.676	0.532
CDC42EP3	gw25	motor	msp	late	neuron	0.00414	0.29393	0.3919	1.33333	0.284	0.213
CDC42EP3	gw25	somatosensory	msp	late	neuron	0	0.35034	0.59172	1.689	0.353	0.209
CDC42EP3	gw25	temporal	temporal	late	neuron	0	0.28065	0.28196	1.00467	0.215	0.214
CDC73	gw25	temporal	temporal	late	rg	5e-5	0.31544	0.21777	0.69035	0.136	0.197
CDH11	gw25	somatosensory	msp	late	neuron	0	0.28803	0.50167	1.74172	0.263	0.151
CDH2	gw25	temporal	temporal	late	neuron	0	0.77935	1.61864	2.07692	0.351	0.169
CDH2	gw25	motor	msp	late	rg	0	0.35943	0.5322	1.48066	0.536	0.362
CDH2	gw25	somatosensory	msp	late	rg	0	0.26318	0.50216	1.90805	0.664	0.348
CDH4	gw25	somatosensory	msp	late	neuron	0	0.38079	0.88341	2.31998	0.232	0.1
CDH7	gw25	temporal	temporal	late	neuron	0	0.54708	11.15816	20.39592	0.102	0.005
CDK5R1	gw25	temporal	temporal	late	neuron	0	0.25074	0.23758	0.94751	0.343	0.362
CDK5RAP2	gw25	somatosensory	msp	late	neuron	0	0.2558	0.58204	2.27533	0.157	0.069
CDKL2	gw25	temporal	temporal	late	neuron	7e-5	0.29847	0.44197	1.48075	0.154	0.104
CDR1-AS	gw25	motor	msp	late	neuron	0	0.27711	0.71584	2.58329	0.155	0.06
CDR1-AS	gw25	temporal	temporal	late	neuron	1e-5	0.37658	0.77784	2.06554	0.126	0.061
CDV3	gw25	motor	msp	late	neuron	0	0.26068	0.52422	2.01097	0.183	0.091
CDV3	gw25	somatosensory	msp	late	neuron	0	0.25761	0.58757	2.28087	0.203	0.089
CEBPZ	gw25	motor	msp	late	neuron	0	0.34513	0.59136	1.71345	0.293	0.171
CEBPZ	gw25	somatosensory	msp	late	neuron	0	0.28484	0.49889	1.75148	0.296	0.169
CEBPZ	gw25	temporal	temporal	late	neuron	0	0.28545	0.3135	1.09826	0.19	0.173
CEBPZ	gw25	temporal	temporal	late	rg	0.01002	0.31353	0.24553	0.78313	0.195	0.249
CELF1	gw25	motor	msp	late	neuron	0	0.36236	0.49363	1.36228	0.455	0.334
CELF2	gw25	temporal	temporal	late	neuron	0	0.47398	0.50456	1.06452	0.627	0.589
CELF4	gw25	temporal	temporal	late	neuron	0	1.00734	2.33978	2.32273	0.511	0.22
CENPV	gw25	parietal	msp	late	rg	0	0.29885	0.45398	1.51906	0.518	0.341
CEP170	gw25	motor	msp	late	neuron	0	0.58333	0.81181	1.39168	0.803	0.577
CEP170	gw25	somatosensory	msp	late	neuron	0	0.42624	0.57079	1.33913	0.77	0.575
CEP170	gw25	temporal	temporal	late	neuron	0.00252	0.30136	0.29309	0.97256	0.567	0.583
CEP290	gw25	temporal	temporal	late	neuron	0	0.43284	0.49388	1.14102	0.267	0.234
CEP350	gw25	motor	msp	late	neuron	0	0.31722	0.59694	1.8818	0.207	0.11
CEP350	gw25	motor	msp	late	rg	0.0214	0.30528	0.47236	1.54729	0.229	0.148
CEP85L	gw25	somatosensory	msp	late	neuron	0	0.40516	0.9941	2.45358	0.238	0.097
CERS6	gw25	motor	msp	late	neuron	0	0.34063	0.68126	1.99998	0.246	0.123
CERS6	gw25	somatosensory	msp	late	neuron	0	0.26547	0.49395	1.86064	0.227	0.122
CERS6	gw25	temporal	temporal	late	neuron	0	0.37935	0.51089	1.34676	0.167	0.124
CFAP97	gw25	motor	msp	late	neuron	1e-5	0.26893	0.35623	1.32459	0.404	0.305
CFAP97	gw25	temporal	temporal	late	neuron	0	0.34728	0.3416	0.98366	0.301	0.306
CFDP1	gw25	temporal	temporal	late	neuron	0	0.27686	0.25542	0.92256	0.417	0.452
CGGBP1	gw25	temporal	temporal	late	neuron	0.00313	0.42005	0.49613	1.18113	0.313	0.265
CHCHD6	gw25	pfc	pfc	late	neuron	0	0.29634	0.43614000000000003	1.47176	0.443	0.301
CHD3	gw25	motor	msp	late	neuron	1.7e-4	0.26222	0.34384	1.31129	0.476	0.363
CHD3	gw25	somatosensory	msp	late	neuron	0	0.28375	0.39962	1.40833	0.507	0.36
CHD4	gw25	motor	msp	late	neuron	2e-5	0.34155	0.56495	1.65409	0.263	0.159
CHD4	gw25	somatosensory	msp	late	neuron	0	0.25235	0.40407	1.60127	0.253	0.158
CHD4	gw25	temporal	temporal	late	neuron	3e-5	0.25848	0.24242	0.93788	0.151	0.161
CHD5	gw25	temporal	temporal	late	neuron	0	0.78713	1.79991	2.28667	0.343	0.15
CHD6	gw25	temporal	temporal	late	neuron	1.2e-4	0.32309	0.46599	1.44229	0.15	0.104
CHGB	gw25	temporal	temporal	late	neuron	0	0.50859	0.66956	1.31651	0.287	0.218
CHL1	gw25	motor	msp	late	neuron	0	0.42772	0.5398	1.26204	0.655	0.519
CHL1	gw25	temporal	temporal	late	neuron	0	0.88166	1.20227	1.36364	0.705	0.517
CHL1	gw25	temporal	temporal	late	rg	0.01476	0.47172	0.64835	1.37444	0.312	0.227
CHML	gw25	motor	msp	late	neuron	0.00419	0.27072	0.54856	2.02629	0.154	0.076
CHML	gw25	temporal	temporal	late	neuron	0	0.4051	0.73023	1.80261	0.137	0.076
CHMP2B	gw25	temporal	temporal	late	neuron	0	0.31691	0.3627	1.1445	0.198	0.173
CHMP3	gw25	somatosensory	msp	late	neuron	4e-5	0.3012	0.502	1.66665	0.235	0.141
CHMP4B	gw25	somatosensory	msp	late	neuron	7e-5	0.25602	0.46043	1.79837	0.223	0.124
CHMP4B	gw25	temporal	temporal	late	neuron	0	0.25749	0.28565	1.10937	0.142	0.128
CHORDC1	gw25	temporal	temporal	late	neuron	7.2e-4	0.25638	0.28759	1.12173	0.129	0.115
CHPT1	gw25	motor	msp	late	rg	0	0.32014	0.55013	1.71839	0.299	0.174
CHPT1	gw25	somatosensory	msp	late	rg	0	0.37737	1.07278	2.84277	0.452	0.159
CHRDL1	gw25	motor	msp	late	neuron	0	0.44833	2.72883	6.08669	0.14	0.023
CHRDL1	gw25	somatosensory	msp	late	neuron	0	0.29442	1.55231	5.27249	0.116	0.022
CHST10	gw25	somatosensory	msp	late	rg	0	0.25421	0.57197	2.25	0.495	0.22
CITED1	gw25	parietal	msp	late	rg	0	0.26918	0.63753	2.3684	0.225	0.095
CKAP5	gw25	motor	msp	late	rg	0.03791	0.27487	0.43801	1.59354	0.247	0.155
CKAP5	gw25	temporal	temporal	late	neuron	0	0.31119	0.33615	1.08021	0.202	0.187
CLASP2	gw25	temporal	temporal	late	neuron	0	0.31679	0.31508	0.99461	0.369	0.371
CLCN3	gw25	motor	msp	late	neuron	2e-5	0.273	0.4095	1.5	0.27	0.18
CLCN3	gw25	temporal	temporal	late	neuron	0	0.47048	0.66912	1.42222	0.256	0.18
CLCN3	gw25	motor	msp	late	rg	0	0.37294	0.58738	1.575	0.504	0.32
CLCN4	gw25	temporal	temporal	late	neuron	0	0.30769	0.39832	1.29456	0.167	0.129
CLDN10	gw25	pfc	pfc	late	rg	0	0.39168	0.52674	1.34482	0.195	0.145
CLIP1	gw25	temporal	temporal	late	neuron	0	0.35313	0.39116	1.10769	0.216	0.195
CLMP	gw25	motor	msp	late	neuron	0	0.46569	0.73329	1.57463	0.422	0.268
CLMP	gw25	somatosensory	msp	late	neuron	0	0.53556	0.99781	1.86312	0.49	0.263
CLSTN1	gw25	temporal	temporal	late	neuron	0	0.56857	0.82701	1.45455	0.336	0.231
CLTB	gw25	pfc	pfc	late	neuron	0	0.34557	0.51414	1.4878	0.488	0.328
CLU	gw25	pfc	pfc	late	rg	0	0.35578	0.34241	0.96244	0.948	0.985
CLU	gw25	temporal	temporal	late	neuron	8.4e-4	0.33796	0.60477	1.78945	0.136	0.076
CMAS	gw25	pfc	pfc	late	neuron	0	0.25319	0.33375	1.31818	0.435	0.33
CMC2	gw25	pfc	pfc	late	neuron	0	0.27585	0.4869	1.7651	0.263	0.149
CMIP	gw25	temporal	temporal	late	neuron	0	0.66278	1.29986	1.96124	0.253	0.129
CMIP	gw25	motor	msp	late	neuron	3.2e-4	0.32295	0.59081	1.82944	0.236	0.129
CMSS1	gw25	temporal	temporal	late	neuron	0	0.38058	0.44728	1.17525	0.228	0.194
CNIH2	gw25	motor	msp	late	neuron	0	0.25354	0.46724	1.84286	0.258	0.14
CNIH2	gw25	somatosensory	msp	late	neuron	0	0.33168	0.78129	2.35556	0.318	0.135
CNIH2	gw25	temporal	temporal	late	neuron	0.00711	0.27223	0.32435	1.19148	0.168	0.141
CNN3	gw25	parietal	msp	late	neuron	0	0.34516	0.50071	1.45066	0.441	0.304
CNR1	gw25	somatosensory	msp	late	neuron	0	0.34272	0.65881	1.92231	0.198	0.103
CNRIP1	gw25	pfc	pfc	late	neuron	0	0.29189	0.41131	1.40909	0.496	0.352
CNTFR	gw25	motor	msp	late	rg	0	0.40731	0.75061	1.84286	0.387	0.21
CNTFR	gw25	somatosensory	msp	late	rg	0	0.40541	1.07557	2.65306	0.52	0.196
CNTLN	gw25	temporal	temporal	late	rg	0.00618	0.30688	0.19282	0.62831	0.071	0.113
CNTN1	gw25	temporal	temporal	late	neuron	0	0.64792	1.06507	1.64384	0.36	0.219
CNTNAP2	gw25	temporal	temporal	late	neuron	0	1.19524	10.17483	8.51282	0.332	0.039
COA3	gw25	pfc	pfc	late	neuron	0	0.32843	0.45694	1.3913	0.576	0.414
COL11A1	gw25	motor	msp	late	rg	0	0.32124	0.50144	1.56098	0.32	0.205
COL11A1	gw25	somatosensory	msp	late	rg	0	0.25814	0.58619	2.27082	0.436	0.192
COL11A1	gw25	temporal	temporal	late	rg	0.01055	0.32026	0.24473	0.76415	0.162	0.212
COL9A2	gw25	somatosensory	msp	late	neuron	0	0.38288	0.74216	1.93836	0.283	0.146
COL9A2	gw25	parietal	msp	late	neuron	0	0.27529	0.51023	1.85343	0.215	0.116
COMMD6	gw25	parietal	msp	late	neuron	0	0.3449	0.40562	1.17607	0.688	0.585
