# From df_markers_by_cell_type_and_indiv.txt.
# Expanded metadata and filtered for excitatory lineage cells (rg, ipc, neuron).
# See `compare_markers_MAST_wilcox.Rmd`
# [2020-11-28]
# 
gene	p_val_adj	avg_logfc	gene.score	gene.ratio	pct.1	pct.2	p_val	stage_area	area	individual	celltype_stage	celltype_region	cell_type	file	stage_region	stage	region
CPQ	0	0.32181	0.99828	3.10204	0.456	0.147	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PRMT2	0	0.48155	0.92278	1.91628	0.824	0.43	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
DPP7	0	0.30897	0.78646	2.54545	0.616	0.242	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
STOX1	0	0.32997	0.91553	2.77457	0.48	0.173	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
NMT1	0	0.25676	0.64407	2.50847	0.592	0.236	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TP53I3	0	0.41165	0.93307	2.26667	0.68	0.3	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SYPL1	0	0.45596	0.91949	2.01662	0.728	0.361	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CHCHD10	0	0.35135	0.89706	2.55319	0.6	0.235	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RBMX	0	0.49474	0.81636	1.65009	0.896	0.543	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PLAC9	0	0.46509	1.25235	2.69268	0.552	0.205	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SEPT2	0	0.48173	0.85393	1.77264	0.92	0.519	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GRID2	0	0.30488	0.78838	2.58586	0.512	0.198	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PMP22	0	0.52255	1.07122	2.05	0.656	0.32	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ANKRD9	0	0.50428	1.10024	2.18182	0.624	0.286	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SERPINB6	0	0.35216	0.815	2.31429	0.648	0.28	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SNX5	0	0.3696	0.78038	2.11144	0.72	0.341	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GLUD1	0	0.32983	0.74158	2.24837	0.688	0.306	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ITM2C	0	0.6053	1.047	1.72973	0.768	0.444	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
STK39	0	0.28712	0.73084	2.54545	0.56	0.22	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SPATS2L	0	0.33623	0.83435	2.48148	0.536	0.216	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CROT	0	0.35469	1.00933	2.84564	0.424	0.149	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SNHG9	0	0.47729	1.199	2.51208	0.52	0.207	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CHCHD3	0	0.25302	0.60809	2.40329	0.584	0.243	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
DYNC1I2	0	0.43449	0.66912	1.54003	0.904	0.587	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RP11-849I19.1	0	0.37731	0.8258	2.18868	0.696	0.318	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ACAA2	0	0.30705	0.66284	2.15873	0.68	0.315	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CKB	0	0.37579	0.40085	1.06667	0.992	0.93	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SLC1A3	0	0.54646	0.89148	1.63137	0.832	0.51	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ETV1	0	0.28349	0.71338	2.51643	0.536	0.213	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TIMP1	0	0.28636	0.67434	2.35484	0.584	0.248	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
DBI	0	0.54167	0.64758	1.19552	0.96	0.803	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ITGB5	0	0.25343	0.64413	2.54167	0.488	0.192	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PDLIM2	0	0.26646	0.6531	2.45106	0.576	0.235	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RHOC	0	0.4152	0.844	2.03279	0.744	0.366	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
NELFE	0	0.32371	0.6438	1.98883	0.712	0.358	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
APBB1	0	0.25495	0.6178	2.42324	0.584	0.241	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
HEPN1	0	0.4468	0.86153	1.92821	0.752	0.39	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
WDR45B	0	0.2556	0.581	2.27306	0.616	0.271	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SPRY2	0	0.38639	0.80277	2.07761	0.696	0.335	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SNTA1	0	0.30832	0.7444	2.41441	0.536	0.222	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PTPRA	0	0.39932	0.72505	1.81573	0.808	0.445	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PTPRZ1	0	0.73394	0.9415	1.2828	0.88	0.686	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PSMA2	0	0.36263	0.74386	2.05128	0.72	0.351	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ATP1B2	0	0.52722	0.9261	1.75656	0.736	0.419	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GDPD2	0	0.304	0.86983	2.86131	0.392	0.137	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PTN	0	0.68001	0.697	1.02497	0.944	0.921	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ZFP36L2	0	0.48747	0.93764	1.9235	0.704	0.366	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
AIG1	0	0.2953	0.60122	2.03593	0.68	0.334	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
FERMT2	0	0.29973	0.65096	2.17182	0.632	0.291	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
HES1	0	0.54645	0.95692	1.75115	0.76	0.434	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TMBIM6	0	0.44249	0.6107	1.38015	0.904	0.655	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
VEPH1	0	0.26906	0.70857	2.63354	0.424	0.161	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
HIST1H1C	0	0.39922	0.97007	2.42991	0.52	0.214	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MINOS1	0	0.30004	0.58437	1.94764	0.744	0.382	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GLUL	0	0.37145	0.71605	1.92771	0.8	0.415	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LYN	0	0.29933	0.83218	2.78014	0.392	0.141	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
BCAN	0	0.60049	0.96274	1.60327	0.784	0.489	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SSR3	0	0.27349	0.56375	2.06135	0.672	0.326	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RDX	0	0.41548	0.71704	1.72581	0.856	0.496	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
EEPD1	0	0.25934	0.57832	2.22997	0.64	0.287	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MSRB2	0	0.29461	0.5992	2.0339	0.72	0.354	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TFPI	0	0.46801	0.93902	2.00643	0.624	0.311	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ADD3	0	0.28142	0.67881	2.41206	0.48	0.199	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ADAMTS6	0	0.26007	0.66529	2.55814	0.44	0.172	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CD81	0	0.46574	0.58106	1.24761	0.912	0.731	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ID4	0	0.59164	0.86869	1.46827	0.856	0.583	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LARP7	0	0.26068	0.55436	2.12658	0.672	0.316	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PSMC1	0	0.27259	0.5251	1.92629	0.784	0.407	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TCEAL8	0	0.27783	0.55413	1.99452	0.728	0.365	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TPI1	0	0.44112	0.59241	1.34298	0.928	0.691	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PEX10	0	0.25641	0.56613	2.20789	0.616	0.279	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
STK17A	0	0.29805	0.68799	2.3083	0.584	0.253	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ZFP36L1	0	0.44848	0.79369	1.76975	0.784	0.443	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
DKK3	0	0.41795	0.76608	1.83294	0.768	0.419	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PET100	0	0.25313	0.47421	1.87342	0.888	0.474	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
C8orf4	0	0.39794	0.77572	1.94937	0.616	0.316	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PLPP3	0	0.35393	0.69674	1.96859	0.752	0.382	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GRM3	0	0.42601	0.87184	2.04651	0.528	0.258	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SFXN5	0	0.26305	0.5817	2.21138	0.544	0.246	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SEPT9	0	0.30265	0.62321	2.05917	0.696	0.338	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LRRC3B	0	0.47182	0.78354	1.66068	0.832	0.501	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ATP1A2	0	0.39022	0.77353	1.9823	0.672	0.339	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PYGL	0	0.25332	0.65796	2.5974	0.4	0.154	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
APOE	0	0.65875	1.57228	2.38674	0.432	0.181	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
HES4	0	0.49033	0.78927	1.60966	0.8	0.497	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
DDIT4	0	0.61149	1.28646	2.10381	0.608	0.289	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
FABP7	0	0.62301	0.61049	0.97992	0.976	0.996	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PDIA3	0	0.32	0.58903	1.84071	0.832	0.452	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LEPROT	0	0.27479	0.5576	2.02915	0.696	0.343	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SPARC	0	0.29994	0.59987	2	0.72	0.36	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CD63	0	0.43198	0.60985	1.41176	0.888	0.629	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RGS20	0	0.25302	0.56805	2.24506	0.568	0.253	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
YBX3	0	0.30473	0.71411	2.34343	0.464	0.198	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
DDR1	0	0.28813	0.54449	1.88976	0.72	0.381	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MAPK8IP1	0	0.25299	0.50009	1.97674	0.68	0.344	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
NENF	0	0.31384	0.61186	1.94958	0.696	0.357	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MLC1	0	0.31063	0.63394	2.04082	0.6	0.294	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PSMD14	0	0.25686	0.49006	1.90786	0.704	0.369	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PHYHIPL	0	0.34286	0.64024	1.86737	0.704	0.377	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GRB14	0	0.27812	0.69698	2.50602	0.416	0.166	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CYSTM1	0	0.27507	0.61576	2.23853	0.488	0.218	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
NES	0	0.25695	0.58212	2.26549	0.512	0.226	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MYO10	0	0.33837	0.63567	1.87863	0.712	0.379	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MRPL24	0	0.25936	0.60894	2.34783	0.432	0.184	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CPE	0	0.49844	0.72799	1.46053	0.888	0.608	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SOX8	0	0.27357	0.65192	2.38298	0.448	0.188	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ANXA6	0	0.3035	0.60701	2	0.712	0.356	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MOXD1	0	0.38928	0.73276	1.88235	0.64	0.34	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PPP1R16A	0	0.28579	0.59821	2.09319	0.584	0.279	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
IQGAP2	0	0.36886	0.69953	1.89646	0.696	0.367	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
COMT	0	0.40372	0.68206	1.68944	0.816	0.483	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CLU	0	0.63125	0.74451	1.17942	0.848	0.719	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
AK4	0	0.25726	0.66098	2.56934	0.352	0.137	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GNAI2	0	0.38078	0.54531	1.4321	0.928	0.648	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TMCO1	0	0.30967	0.5366	1.73279	0.856	0.494	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TTYH1	0	0.55561	0.68432	1.23165	0.856	0.695	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
HLA-A	0	0.26453	0.52569	1.98726	0.624	0.314	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LDHA	0	0.42154	0.6508	1.54386	0.88	0.57	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
VEGFB	0	0.2965	0.53525	1.80523	0.76	0.421	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RCN1	0	0.32772	0.5839	1.78174	0.8	0.449	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GLO1	0	0.32396	0.58614	1.80931	0.816	0.451	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TSPAN7	0	0.27981	0.53298	1.90476	0.72	0.378	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SCCPDH	0	0.26103	0.4885	1.87147	0.728	0.389	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ANXA5	0	0.37622	0.65795	1.74884	0.752	0.43	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
BSG	0	0.31422	0.55207	1.75693	0.824	0.469	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CTBP2	0	0.31354	0.57286	1.82705	0.824	0.451	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TSPAN3	0	0.42685	0.63324	1.48354	0.856	0.577	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LINC00982	0	0.30672	0.6352	2.07092	0.584	0.282	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
